,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_other,ans_prob_obs_edit_subject_good,ans_prob_obs_edit_subject_new,ans_prob_obs_edit_subject_great,ans_prob_obs_edit_subject_big,ans_prob_obs_edit_subject_high,ans_prob_obs_edit_subject_old,ans_prob_obs_edit_subject_bad,ans_prob_obs_edit_subject_different,ans_prob_obs_edit_subject_american,ans_prob_obs_edit_subject_little,ans_prob_obs_edit_subject_sure,ans_prob_obs_edit_subject_small,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_large,ans_prob_obs_edit_subject_real,ans_prob_obs_edit_subject_best,ans_prob_obs_edit_subject_long,ans_prob_obs_edit_subject_young,ans_prob_obs_edit_subject_important,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_national,ans_prob_obs_edit_subject_black,ans_prob_obs_edit_subject_social,ans_prob_obs_edit_subject_able,ans_prob_obs_edit_subject_political,ans_prob_obs_edit_subject_public,ans_prob_obs_edit_subject_white,ans_prob_obs_edit_subject_better,ans_prob_obs_edit_subject_late,ans_prob_obs_edit_subject_free,ans_prob_obs_edit_subject_sorry,ans_prob_obs_edit_subject_low,ans_prob_obs_edit_subject_human,ans_prob_obs_edit_subject_TRUE,ans_prob_obs_edit_subject_whole,ans_prob_obs_edit_subject_easy,ans_prob_obs_edit_subject_hard,ans_prob_obs_edit_subject_early,ans_prob_obs_edit_subject_possible
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.007713379105553e-05,0.00029473609174601734,0.00028456401196308434,0.00018552120309323072,0.00040534615982323885,0.00022142345551401377,0.00011948360042879358,0.00042239751201123,0.0004609285097103566,0.00019056025485042483,0.0002970938803628087,0.00038910750299692154,0.00012381005217321217,9.68147287494503e-05,0.00017304642824456096,0.0002001276152441278,0.0002641740720719099,5.350268111214973e-05,0.0003124255745206028,0.0002476511290296912,0.0012880306458100677,0.00026852497830986977,0.0002710941480472684,0.000484648859128356,0.00015538587467744946,0.00023445664555765688,0.00019903903012163937,0.00011658667062874883,0.00018776714568957686,0.0003185100795235485,0.00021045567700639367,0.0002723736106418073,0.00026835687458515167,0.0001680504356045276,0.00053978874348104,0.00033127362257800996,0.0002243208436993882,2.721452619880438e-05,0.00016482143837492913,0.00010218351962976158,0.0002500395057722926,1.8218148397863843e-05
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,7.678361725993454e-05,6.88798536430113e-05,3.9183246371976566e-06,3.99990203732159e-05,1.587021688465029e-05,7.699556590523571e-05,0.00015604792861267924,2.193472028011456e-05,8.452800830127671e-05,0.00018671472207643092,5.76382399231079e-06,0.0002743775839917362,4.972767783328891e-05,4.312609235057607e-05,3.164501686114818e-05,6.277733336901292e-05,3.231098526157439e-05,2.074925578199327e-05,3.790691334870644e-05,9.423949086340144e-05,9.70804558164673e-06,4.922750122204889e-06,0.00016887766832951456,1.274608621315565e-05,5.817535566166043e-05,6.331173790385947e-05,2.515455344109796e-05,7.381723844446242e-05,3.307904989924282e-05,6.259563815547153e-05,2.9700675440835766e-05,1.983661604754161e-05,3.116639709332958e-05,0.00010681797721190378,1.8993810954270884e-05,3.106279473286122e-05,4.199650720693171e-05,6.034470061422326e-05,9.045960905496031e-05,5.148460695636459e-05,3.130453114863485e-05,1.014225108519895e-05
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00010485482926014811,8.889639138942584e-05,4.313475983508397e-06,8.327950490638614e-05,4.4717737182509154e-05,5.7148401538142934e-05,0.00011291290138615295,0.00026214844547212124,0.00016471173148602247,0.00017704466881696135,3.828879926004447e-06,0.0012555303983390331,3.0112512831692584e-05,0.00011183493188582361,1.296994014410302e-05,3.094583735219203e-05,1.701789369690232e-05,2.8660853786277585e-05,5.277308082440868e-05,4.8549230996286497e-05,3.888846549671143e-05,4.519445155892754e-06,0.00012569820682983845,4.6298209781525657e-05,0.00013916267198510468,3.4435004636179656e-05,1.3732157640333753e-05,3.7680569221265614e-05,1.9047609384870157e-05,0.00019948132103309035,2.9598892069770955e-05,3.323828423162922e-05,3.649134305305779e-05,8.09700068202801e-05,5.495040750247426e-05,1.178932416223688e-05,0.00012938716099597514,0.0006449807551689446,0.00022974281455390155,6.56774573144503e-05,1.9803734176093712e-05,8.94820459507173e-06
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.485859777669248e-07,1.2702726053248625e-06,1.0187144425799488e-06,5.721574325434631e-07,3.0006319207132037e-07,1.5430358644152875e-06,1.549067860651121e-06,1.0422529612696962e-06,4.025407349672605e-07,9.402489240528666e-07,6.836813213340065e-07,3.807290113400086e-06,1.070632720256981e-06,9.98388372863701e-07,1.6465894532302627e-06,5.593961418526305e-07,1.7450616951464326e-06,7.579839120808174e-07,4.0807600498737884e-07,8.464175493827497e-07,3.4492867939661664e-07,1.5012021776783513e-06,1.5384829339382122e-06,1.2115208392060595e-06,2.4082278287096415e-06,9.862028491625097e-07,9.543144869894604e-07,7.513247624046926e-07,1.202621206175536e-06,1.7529138176541892e-06,1.6105512656849896e-07,1.8980272216140293e-06,5.125154984852998e-07,7.797622743055399e-07,2.118144038831815e-06,4.91708760819165e-07,1.2013742889394052e-06,8.14580107544316e-06,3.247950417062384e-06,7.45752231523511e-07,3.1632657737645786e-06,1.0598256494631642e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.0016354047693312168,0.0038609665352851152,0.0008441209211014211,0.006267623044550419,0.0013268357142806053,0.0028328332118690014,0.0020726430229842663,0.0035395699087530375,0.004080780781805515,0.003137550549581647,0.0015055261319503188,0.007715372834354639,0.0034502814523875713,0.002059186575934291,0.0006902603781782091,0.010463484562933445,0.0020353011786937714,0.00035417856997810304,0.0007778421277180314,0.0017174170352518559,0.004780730698257685,0.0004923702799715102,0.005001339595764875,0.004201544914394617,0.005193416494876146,0.003038670402020216,0.003328720573335886,0.00117531418800354,0.002587447641417384,0.008955644443631172,0.0011966648744419217,0.006544005591422319,0.007672347594052553,0.009072613902390003,0.0034208849538117647,0.0022853517439216375,0.006077849306166172,0.0042136358097195625,0.0059480913914740086,0.002955775707960129,0.003087797202169895,0.003058501984924078
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.1813923467561835e-06,1.0192520676355343e-06,6.492466013696685e-07,1.5924148328849697e-06,2.0228146695444593e-06,2.038911134150112e-06,2.209006424891413e-06,1.2423449788911967e-06,7.738371436971647e-07,2.0506224700511666e-06,1.6849764961079927e-06,1.5902193126748898e-06,1.7604509139346192e-06,6.827086735938792e-07,3.3864957913465332e-06,2.0611673789971974e-06,1.8217483557236847e-06,4.989946091882302e-07,1.6330071730408235e-06,9.251866686099675e-07,9.739560482557863e-07,2.061431359834387e-06,1.600910650267906e-06,1.0468437494637328e-06,1.227768507305882e-06,3.3408109629817773e-06,9.99791154754348e-07,1.6124283774843207e-06,7.66212565395108e-07,8.931651791499462e-07,3.422494273763732e-06,1.5566777165076928e-06,1.9329636415932328e-06,1.1877518772962503e-06,2.433363079035189e-06,5.059549152974796e-07,7.102062227204442e-06,3.363446921866853e-06,2.717073357416666e-06,7.737025384813023e-07,1.1366328180884011e-06,2.606097723401035e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001307158381678164,5.654124470311217e-05,1.1441975402703974e-05,2.441346805426292e-05,9.235783181793522e-06,3.419199856580235e-05,3.9340739022009075e-05,0.000142940494697541,3.943721821997315e-05,0.00010899647895712405,3.183382432325743e-06,0.00018897811241913587,2.5647083020885475e-05,2.2858628653921187e-05,9.32908005779609e-06,2.578187923063524e-05,1.704151691228617e-05,6.441404821089236e-06,3.181089778081514e-05,2.1737214410677552e-05,6.264074727369007e-06,5.0735147851810325e-06,7.861326594138518e-05,1.0737585398601368e-05,7.11013562977314e-05,1.586725193192251e-05,1.3940320968686137e-05,9.586863598087803e-06,8.208887265936937e-06,3.468281283858232e-05,1.0889975783356931e-05,3.0025350497453474e-05,1.4256102076615207e-05,2.4878958356566727e-05,1.725016045384109e-05,8.16150350146927e-06,0.00018296616326551884,0.00034012674586847425,5.060588591732085e-05,2.4640843548695557e-05,1.2180570593045559e-05,1.2296428394620307e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0014351806603372097,0.002564836759120226,0.0011847969144582748,0.004073310177773237,0.001792241702787578,0.0019260536646470428,0.001958944369107485,0.0013883707579225302,0.0024779674131423235,0.0030888947658240795,0.0011909777531400323,0.006239293143153191,0.0027541066519916058,0.0012739341473206878,0.001211129012517631,0.007312369532883167,0.0018326863646507263,0.00044925560359843075,0.000622300140094012,0.001297234557569027,0.003306041471660137,0.00033648230601102114,0.0020696106366813183,0.0017377351177856326,0.0046562934294342995,0.0021175481379032135,0.0017889731097966433,0.0010365413036197424,0.0014621301088482141,0.00634426437318325,0.001014303881675005,0.005093238782137632,0.002897832775488496,0.0031528493855148554,0.0022550327703356743,0.001271047513000667,0.00789125170558691,0.0016680435510352254,0.004647952504456043,0.0023470267187803984,0.004253183491528034,0.004215207416564226
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.70752818020992e-05,7.120845111785457e-05,1.62947217177134e-05,4.298465501051396e-05,1.4036315405974165e-05,5.349617276806384e-05,2.99898656521691e-05,0.00018101016758009791,5.755308666266501e-05,0.00010275798558723181,8.139829333231319e-06,5.708482058253139e-05,4.271414945833385e-05,5.070553015684709e-05,2.5600676963222213e-05,2.5858564185909927e-05,2.476902591297403e-05,2.034576937148813e-05,4.8161415179492906e-05,4.133284164709039e-05,2.3567272364743985e-05,1.2941452951054089e-05,0.00010983362153638154,2.3370772396447137e-05,6.405470776371658e-05,1.155336394731421e-05,1.9308008631924167e-05,1.8490629372536205e-05,1.5487215932807885e-05,3.96316681872122e-05,1.5534509657300077e-05,5.2292853069957346e-05,2.41235156863695e-05,3.083710907958448e-05,7.596222712891176e-05,1.2503533980634529e-05,5.360815703170374e-05,0.0001408860698575154,7.39881070330739e-05,6.85355335008353e-05,2.7194544600206427e-05,3.183232911396772e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,5.17204853167641e-06,1.0335995284549426e-05,4.463139703148045e-06,4.126925432501594e-06,3.265454552092706e-06,6.65767856844468e-06,9.338280506199226e-06,1.0070900316350162e-05,4.4679263737634756e-06,3.7786128359584836e-06,5.486915142682847e-06,1.475692079111468e-05,6.977440989430761e-06,7.994381121534389e-06,5.558878001465928e-06,4.587439889292e-06,8.733953109185677e-06,9.546472028887365e-06,4.4195862756168935e-06,7.721367182966787e-06,5.544949544855626e-06,1.0263512194796931e-05,2.0262841644580476e-05,1.98562574951211e-05,2.3600041458848864e-05,2.5130784706561826e-06,1.3449030120682437e-05,1.104921284422744e-05,1.592061744304374e-05,2.1079722500871867e-05,1.32466107061191e-06,8.773464287514798e-06,5.999846507620532e-06,4.627661382983206e-06,1.590435567777604e-05,5.7137890507874545e-06,5.7147761253872886e-05,6.139397737570107e-05,1.9271165001555346e-05,5.897772552998504e-06,2.1444140656967647e-05,1.4424565051740501e-05
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,5.378629339247709e-06,6.995236617513001e-05,0.0005249641253612936,0.00015682383673265576,0.00017578092229086906,0.00033639807952567935,0.00021696176554542035,0.00015523767797276378,0.0001657101820455864,0.00012925524788443,0.00020760000916197896,0.0009004082530736923,0.00025833319523371756,9.419544949196279e-05,0.0005199377774260938,0.0001564397243782878,0.0001186500521725975,0.00010806950740516186,0.00014122365973889828,0.00010460014891577885,0.0001538529759272933,0.00020277147996239364,0.00018771385657601058,0.0001540787925478071,0.00023821684590075165,0.00015581335173919797,0.0003288946463726461,0.00011373189045116305,0.00014608190394937992,8.662637264933437e-05,0.00018274151079822332,0.00016390898963436484,0.0001928122655954212,0.0003219615900889039,0.0002881905238609761,0.00020045573182869703,0.0003157044993713498,0.00030680233612656593,0.00026515149511396885,0.00013142872194293886,0.0005600248696282506,0.0003128951648250222
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.0002664968487806618,0.00023333574063144624,0.00022405595518648624,0.00018194761651102453,0.00022837419237475842,0.0001848680549301207,0.00017002387903630733,0.0002940632402896881,0.00028351135551929474,0.00015443087613675743,0.00022704011644236743,9.057806164491922e-05,0.00020538685203064233,0.0001366106589557603,0.0002364341344218701,0.00025803723838180304,0.0002660109894350171,0.0002041133411694318,0.00033381814137101173,0.000310575938783586,0.0002064997679553926,0.0003670294245239347,0.00034872363903559744,0.0005555443931370974,0.00026131016784347594,0.00020913436310365796,0.00046541084884665906,0.0002094643859891221,0.0003537394222803414,0.00025203920085914433,0.0002596168778836727,0.00021650982671417296,0.00033558422001078725,0.00020502372353803366,0.0003262884565629065,0.00018043177260551602,0.0006935083074495196,0.00031025466159917414,0.0002785744145512581,0.00025580869987607,0.00021166159422136843,0.00022659647220280021
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.02011093380861e-05,8.063934365054592e-05,1.1872188224515412e-05,2.920291808550246e-05,1.0701564860937651e-05,3.852941154036671e-05,0.00011485142022138461,0.00013896757445763797,4.2051789932884276e-05,0.00011766050010919571,6.612456218135776e-06,0.00029657245613634586,1.9263170543126762e-05,4.4434869778342545e-05,2.1034826204413548e-05,2.4469889467582107e-05,1.4954308426240459e-05,2.8036720323143527e-05,8.024201088119298e-05,2.1984322302159853e-05,8.851339771354105e-06,1.4552069842466153e-05,7.832797564333305e-05,2.2747135517420247e-05,7.974231994012371e-05,2.369177309446968e-05,3.946035940316506e-05,3.231133086956106e-05,1.257679468835704e-05,4.229513433529064e-05,1.8395527149550617e-05,2.405476334388368e-05,3.107365046162158e-05,1.963822251127567e-05,5.564469029195607e-05,1.5461264410987496e-05,0.00012025122850900516,0.0005822035018354654,8.042198169277981e-05,5.336648609954864e-05,1.717120176181197e-05,2.6718324079411104e-05
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0003055281413253397,0.0003065024793613702,0.00015054488903842866,0.000272179429885,0.0004183611017651856,0.00021443291916511953,0.00024873969960026443,0.00039558231947012246,0.00031887521618045866,0.0002865455171559006,6.099984238971956e-05,0.0021840252447873354,0.00014130512136034667,0.0002441693504806608,0.00012366568262223154,0.00037461164174601436,8.03321017883718e-05,0.00022930144041310996,0.00028389442013576627,0.00015571419498883188,0.00011706059012794867,9.800188854569569e-05,0.00022879346215631813,0.00042027776362374425,0.00045244197826832533,0.0002060239639831707,0.0004404148203320801,0.0002900821855291724,0.0001411211705999449,0.0005122100119479001,0.00018333634943701327,8.605120092397556e-05,0.000622487859800458,0.00020953596686013043,0.0003884459438268095,0.000333910807967186,0.0005433375481516123,0.00029894011095166206,0.00015388907922897488,0.00018536536663305014,0.00010883036156883463,9.941960888681933e-05
