,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_will,ans_prob_obs_edit_subject_would,ans_prob_obs_edit_subject_make,ans_prob_obs_edit_subject_think,ans_prob_obs_edit_subject_see,ans_prob_obs_edit_subject_come,ans_prob_obs_edit_subject_take,ans_prob_obs_edit_subject_want,ans_prob_obs_edit_subject_could,ans_prob_obs_edit_subject_look,ans_prob_obs_edit_subject_use,ans_prob_obs_edit_subject_tell,ans_prob_obs_edit_subject_find,ans_prob_obs_edit_subject_give,ans_prob_obs_edit_subject_need,ans_prob_obs_edit_subject_should,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_try,ans_prob_obs_edit_subject_let,ans_prob_obs_edit_subject_call,ans_prob_obs_edit_subject_may,ans_prob_obs_edit_subject_mean,ans_prob_obs_edit_subject_feel,ans_prob_obs_edit_subject_ask,ans_prob_obs_edit_subject_talk,ans_prob_obs_edit_subject_keep,ans_prob_obs_edit_subject_leave,ans_prob_obs_edit_subject_put,ans_prob_obs_edit_subject_like,ans_prob_obs_edit_subject_help,ans_prob_obs_edit_subject_start,ans_prob_obs_edit_subject_become
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.007713379105553e-05,0.00029473609174601734,0.00014047113654669374,0.0003077293513342738,0.00017012227908708155,0.00010030998237198219,0.00023570514167658985,0.0001041674186126329,0.00014637615822721273,0.00018781545804813504,0.00027479667915031314,0.00022601246018894017,0.00019576498016249388,0.00011207670468138531,0.0002696744923014194,0.000119609190733172,0.00022849463857710361,6.364857836160809e-05,0.0002223493211204186,0.00013772187230642885,0.00012655183672904968,0.00024006441526580602,0.00011277323210379109,0.00028273844509385526,0.00018333035404793918,0.00026987894671037793,0.00014993273362051696,0.0002680129837244749,0.00014257090515457094,9.110185783356428e-05,0.00023582360881846398,0.00022670620819553733,0.0001090482619474642,0.0001393373095197603,6.695841148030013e-05,0.00016933785809669644,8.291934500448406e-05,8.322222129208967e-05,0.00020777455938514322,0.00019843981135636568,0.0003986133961006999,0.00021301921515259892
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,7.678361725993454e-05,6.88798536430113e-05,4.110642476007342e-05,4.190743129584007e-05,0.00011773945152526721,6.747642328264192e-05,0.0001042836593114771,9.813671931624413e-05,1.8401076886220835e-05,1.2247240192664322e-05,2.193845466536004e-05,3.773369098780677e-05,4.764743789564818e-05,0.00010252022184431553,5.17051485076081e-05,9.989883255911991e-05,3.697591455420479e-05,1.532642090751324e-05,4.393440394778736e-05,3.2781375921331346e-05,9.619523916626349e-05,4.136226561968215e-05,3.9312217268161476e-05,4.047674156026915e-05,3.731386095751077e-05,0.0001128780932049267,2.128021151293069e-05,3.8652204239042476e-05,2.181879426643718e-05,4.677722608903423e-05,1.5440904462593608e-05,6.136958836577833e-05,2.447539009153843e-05,1.711059667286463e-05,2.7810487154056318e-05,2.387504355283454e-05,1.0864982868952211e-05,5.6102060625562444e-05,4.5649470848729834e-05,2.7639660402201116e-05,7.464389636879787e-05,9.265833796234801e-06
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00010485482926014811,8.889639138942584e-05,6.077788566472009e-05,0.0001910310675157234,0.00016188572044484317,6.724154081894085e-05,0.00016838175361044705,0.0003712459874805063,7.383832416962832e-05,5.434881313703954e-05,3.6087345506530255e-05,7.074270251905546e-05,0.00012145165965193883,0.00011425210686866194,2.0999226762796752e-05,0.00011852538591483608,8.222363976528868e-05,0.00035712524550035596,1.656441600061953e-05,6.910017691552639e-05,0.00022887505474500358,7.292482769116759e-05,0.00012140649778302759,2.642770778038539e-05,9.331260662293062e-05,7.504615496145561e-05,4.501759758568369e-05,0.00045598065480589867,3.919898153981194e-05,6.0089882026659325e-05,1.419447835360188e-05,6.305801798589528e-05,5.652882464346476e-05,1.6192310795304365e-05,3.6424375139176846e-05,6.66647611069493e-05,7.971424565766938e-06,5.931104169576429e-05,3.268442378612235e-05,3.097595981671475e-05,0.0002609768125694245,1.0054924132418819e-05
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.485859777669248e-07,1.2702726053248625e-06,9.656085921960766e-07,1.0840707318493514e-06,9.435919992029085e-07,1.6106691873574164e-06,2.209588046753197e-06,1.5411593494718545e-06,1.938922650879249e-06,7.458437494278769e-07,9.334539754490834e-07,1.1353398576829932e-06,1.2886284821433946e-06,2.7968742415396264e-06,1.5512299569309107e-06,3.3373457881680224e-06,5.449089144349273e-07,1.0785623771880637e-06,9.68634935816226e-07,1.6913056697376305e-06,3.1680856409366243e-06,1.8747922467809985e-06,1.5039269101180253e-06,6.904365932314249e-07,1.3447770470520481e-06,1.1915743698409642e-06,1.469408971388475e-06,1.5049769217512221e-06,5.477234026329825e-07,1.1176799716849928e-06,1.0020061154136783e-06,1.360526312055299e-06,8.085478384600719e-07,8.210813575715292e-07,1.6755552678660024e-06,1.4670505379399401e-06,5.607111006611376e-07,6.826056164754846e-07,1.459908844481106e-06,4.2914467712762416e-07,1.8847351839212934e-06,4.492815435241937e-07
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.0016354047693312168,0.0038609665352851152,0.0025156796909868717,0.006480789743363857,0.006857477594166994,0.0012152838753536344,0.002075003460049629,0.002196024637669325,0.004281769506633282,0.0014691670658066869,0.0037977523170411587,0.0039019768591970205,0.0038292144890874624,0.006702099461108446,0.0020386076066643,0.0036775667686015368,0.001907237689010799,0.0013498174957931042,0.0021455816458910704,0.0064421603456139565,0.020853782072663307,0.0030418322421610355,0.0004888492403551936,0.006207560189068317,0.0021877146791666746,0.0050092278979718685,0.006731014233082533,0.006153812166303396,0.0007202675333246589,0.0021579463500529528,0.002013060264289379,0.004268195480108261,0.0019342933082953095,0.0010014062281697989,0.0028846170753240585,0.0008985279710032046,0.0007741875015199184,0.0034523061476647854,0.002106777159497142,0.003188283648341894,0.0045900652185082436,0.0013476767344400287
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.1813923467561835e-06,1.0192520676355343e-06,9.470194299865398e-07,1.697526386124082e-06,1.7867404267235543e-06,1.2759173841914162e-06,1.0205277476416086e-06,1.5792054455232574e-06,3.5065713177573343e-07,6.360886573020252e-07,1.3793583093502093e-06,6.33984768683149e-07,1.8639116206031758e-06,2.1149796793906717e-06,1.4902351495038602e-06,2.451559794280911e-06,1.4113716133579146e-06,1.7511965779704042e-06,5.87355771131115e-07,1.166881247627316e-06,1.7920170876095654e-06,1.193835259982734e-06,1.1493524425532087e-06,4.386464752315078e-06,8.62020897329785e-06,3.485167326289229e-06,2.0881573163933353e-06,1.5881413446550141e-06,1.173581608782115e-06,4.7313397999459994e-07,6.010938022882328e-07,3.933702373615233e-06,1.872364236987778e-06,9.452481322114181e-07,4.154504040343454e-06,1.423916955900495e-06,7.413720481963537e-07,1.608616798876028e-06,1.4722654668730684e-06,1.2256741683813743e-06,3.5242517242295435e-06,3.2417608508694684e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001307158381678164,5.654124470311217e-05,2.3216385670821182e-05,5.216106364969164e-05,0.0001559353549964726,4.419578908709809e-05,6.826658500358462e-05,0.00018761785759124905,6.761519762221724e-05,2.9327926313271746e-05,2.337979276489932e-05,2.199878144892864e-05,5.758305997005664e-05,0.00010576685599517077,2.5407920475117862e-05,7.596484647365287e-05,2.1478525013662875e-05,0.00012792492634616792,1.564371632412076e-05,6.054433833924122e-05,0.00020398916967678815,2.8256823497940786e-05,5.816737757413648e-05,2.4146273062797263e-05,7.830248068785295e-05,4.029597039334476e-05,5.8080946473637596e-05,0.00036205537617206573,1.775856981112156e-05,5.029769454267807e-05,1.2769161912729032e-05,4.38347524323035e-05,5.669760867021978e-05,1.3315542673808523e-05,4.8946531023830175e-05,7.363218173850328e-05,8.404959771723952e-06,4.355744749773294e-05,4.644968794309534e-05,3.0071170840528794e-05,7.350130908889696e-05,1.444696135877166e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0014351806603372097,0.002564836759120226,0.002237607492133975,0.003301922930404544,0.005082393065094948,0.0007149181328713894,0.001611562678590417,0.001212593517266214,0.002028399147093296,0.0012418951373547316,0.003505097469314933,0.002555874176323414,0.002750892424955964,0.005120996385812759,0.0018879298586398363,0.002295186510309577,0.0018190850969403982,0.0008651457610540092,0.002165109384804964,0.00427799578756094,0.009593317285180092,0.0024489371571689844,0.0004997201031073928,0.0033884721342474222,0.0024716309271752834,0.004517878871411085,0.0028960751369595528,0.0023605413734912872,0.0006424128077924252,0.0012794360518455505,0.001964988186955452,0.002327530412003398,0.0012329280143603683,0.0006049781222827733,0.0017801838694140315,0.0005591819062829018,0.0007717170519754291,0.0032170875929296017,0.0015900586731731892,0.0017745190998539329,0.00394255667924881,0.001198113663122058
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.70752818020992e-05,7.120845111785457e-05,4.221553172101267e-05,0.0001265241444343701,0.000140707750688307,8.598317072028294e-05,7.757260027574375e-05,0.00010981156810885295,9.586095984559506e-05,4.988268483430147e-05,4.0824270399753004e-05,6.682118691969663e-05,5.190596493775956e-05,5.440618406282738e-05,2.799692447297275e-05,0.00012685816909652203,4.154309499426745e-05,0.00012108495138818398,3.009079591720365e-05,7.005508086876944e-05,9.937623690348119e-05,7.092348096193746e-05,6.704861880280077e-05,2.0100567780900747e-05,6.432172085624188e-05,5.93910226598382e-05,2.407783904345706e-05,0.00010038250911748037,3.936688881367445e-05,7.595876377308741e-05,3.4054381103487685e-05,4.903801527689211e-05,4.742878445540555e-05,1.328760390606476e-05,5.200661689741537e-05,0.00010491864668438211,1.1553322110557929e-05,6.112326082075015e-05,3.0724120733793825e-05,3.9503054722445086e-05,8.473460911773145e-05,7.610576631122967e-06
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,5.17204853167641e-06,1.0335995284549426e-05,1.9244500435888767e-05,1.0700587154133245e-05,1.287960276386002e-05,1.1757471838791389e-05,1.690973476797808e-05,1.7484486306784675e-05,1.0692871910578106e-05,4.707364041678375e-06,1.1051297406083904e-05,1.4378130799741484e-05,1.0781864148157183e-05,1.8026192265097052e-05,7.4114191193075385e-06,2.2452812117990106e-05,4.688304670708021e-06,5.714721919503063e-05,8.457941476081032e-06,1.266374601982534e-05,3.046408892259933e-05,5.901421445742017e-06,1.5656753021175973e-05,6.685810149065219e-06,1.3780062545265537e-05,6.768947969248984e-06,1.6133279132191092e-05,1.6138086721184663e-05,5.595647053269204e-06,1.1748829820135143e-05,8.648245966469403e-06,7.771268428768963e-06,1.167000209534308e-05,1.178386082756333e-05,2.2734206140739843e-05,1.1102403732365929e-05,8.11762765806634e-06,1.777923353074584e-05,1.5249025636876468e-05,6.8464491960185114e-06,2.2624888515565544e-05,3.881831617036369e-06
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,5.378629339247709e-06,6.995236617513001e-05,0.00018196660676039755,0.00016480688645970076,0.00020980810222681612,0.0003849048516713083,7.32615080778487e-05,8.958212856668979e-05,0.00027854289510287344,0.0003729836316779256,0.00019517696637194604,0.000197752466192469,0.0003837633994407952,0.0005222436739131808,0.0001739376166369766,0.0002883167762774974,0.0001126313945860602,0.00019082482322119176,0.0001337571011390537,0.0003340772236697376,0.00015314918709918857,0.00011174796236446127,0.0003000223368871957,0.00026351699489168823,0.0008210173691622913,0.00026458545471541584,0.0002280928019899875,0.00015849649207666516,8.424535189988092e-05,0.00023774601868353784,0.00024034647503867745,0.0005178817664273083,0.00020501749531831592,0.00019191733736079186,0.00044945761328563094,0.00020727032097056508,0.000430983753176406,0.0002206042263424024,0.0001389298413414508,0.00018373079365119338,0.00017129995103459805,0.0005500777042470872
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.0002664968487806618,0.00023333574063144624,0.00018682467634789646,0.0003116383741144091,0.00023342891654465348,0.00023470311134587973,0.00020676912390626967,0.0003611512074712664,0.00030600675381720066,0.0002533049264457077,0.0003330314648337662,0.0002093902148772031,0.0002634360280353576,0.0003226662229280919,0.0003432289813645184,0.00015505030751228333,0.0002399302029516548,0.0002336910110898316,0.0002425276761641726,0.0003194088058080524,0.00024951709201559424,0.00024993569240905344,0.0004304374451749027,0.0002745299425441772,0.0004029867995996028,0.0003033710236195475,0.0004406267835292965,0.00048063983558677137,0.00026044168043881655,0.00026255956618115306,0.000240144130657427,0.0002844911941792816,0.00023452821187675,0.0002211982209701091,0.00024616828886792064,0.00023970165057107806,0.0002842633402906358,0.0002990163047797978,0.0002128889027517289,0.00034058294841088355,0.00048207244253717363,0.00016861864423844963
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.02011093380861e-05,8.063934365054592e-05,2.7226429665461183e-05,7.789083610987291e-05,0.00016707857139408588,4.774542321683839e-05,4.155349961365573e-05,0.00018572527915239334,4.6084169298410416e-05,6.519068847410381e-05,2.5021305191330612e-05,1.8624008589540608e-05,5.672324186889455e-05,0.00020838827185798436,2.585303082014434e-05,0.00016051075363066047,3.61384118150454e-05,0.000168616883456707,2.0857511117355898e-05,9.985185170080513e-05,0.00019221677212044597,4.7662408178439364e-05,9.273216710425913e-05,2.6252984753227793e-05,0.00010009324614657089,7.796994032105431e-05,7.869230466894805e-05,0.00032668717904016376,2.8902455596835352e-05,6.150355329737067e-05,2.5639525119913742e-05,9.367736493004486e-05,3.734719575732015e-05,2.367397610214539e-05,7.323253521462902e-05,5.78645194764249e-05,6.770349045837065e-06,6.642618245678023e-05,5.276178126223385e-05,7.491072756238282e-05,7.466915849363431e-05,1.4314567124529276e-05
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0003055281413253397,0.0003065024793613702,0.00014866188575979322,0.0003369585028849542,0.00026996093220077455,0.0001457964099245146,0.0003477197024039924,0.00045453361235558987,0.0003358855901751667,0.0003337506204843521,0.0003231744631193578,0.00021912944794166833,0.0005201997701078653,0.0005152499070391059,0.00033640340552665293,0.0010694133816286922,0.0003504975466057658,0.00030326814157888293,0.00011878475925186649,0.00016609817976132035,0.00027697725454345345,0.0003654242027550936,0.000325550208799541,0.0002344454260310158,0.00029533670749515295,0.00028820164152421057,0.00022293598158285022,0.0005737010505981743,0.00015046120097395033,0.0003898791619576514,6.30114009254612e-05,0.00019850883109029382,0.00024494953686371446,0.00015819567488506436,0.0003174888843204826,0.00012882010196335614,0.00015705883561167866,0.0001637970271985978,0.00014324430958367884,0.0001884922821773216,0.0003852627123706043,0.00020433419558685273
