,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,0.00013495658640749753,0.001288956613279879,0.0007336234557442367,0.000629669928457588,0.001758003723807633,0.0009883347665891051,0.00047188339522108436,0.0008917995728552341,0.0011811888543888927,0.0011667682556435466,0.002269818214699626,0.000873854267410934,0.0018735077464953065,0.0021136770956218243,0.0011102657299488783,0.0016671433113515377,0.0016339716967195272,0.0008792938315309584,0.0014046553988009691,0.001419125939719379,0.0009349805768579245,0.0003126187657471746,0.0016072855796664953,0.0017124725272879004,0.0018508975626900792,0.0005753874429501593,0.0019511175341904163,0.0009787370217964053,0.000969336717389524,0.0006717065698467195,0.0014818999916315079,0.0008762373472563922,0.0005007327417843044,0.0010336071718484163,0.0003187964903190732,0.0003289310843683779,0.001820867764763534,0.0007003804785199463,0.0012731526512652636,0.0008696435834281147,0.0010377793805673718,0.0012007016921415925
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.335401121759787e-05,2.5962792278733104e-05,0.00010046163515653461,1.9705168597283773e-05,1.0163686056330334e-05,6.921657040948048e-05,4.0985709347296506e-05,7.471672870451584e-05,2.986985055031255e-05,1.386580515827518e-05,3.1768373446539044e-05,7.078773342072964e-05,5.117780892760493e-05,2.7411768314777873e-05,9.926134225679561e-06,9.319186938228086e-05,1.0956082405755296e-05,4.207313395454548e-05,3.4502186281315517e-06,5.381392838899046e-06,2.1576128347078338e-05,4.917652859148802e-06,9.410334314452484e-05,3.207099871360697e-05,5.6345346820307896e-05,2.5448463929933496e-05,0.00017763518553692847,0.0001841946505010128,1.074530155165121e-05,2.2098417957749916e-06,8.057839295361191e-06,1.0169689630856737e-05,6.92079083819408e-06,2.8581811420735903e-05,3.492374889901839e-05,0.000399472308345139,1.2680943655141164e-05,1.292874185310211e-05,2.5820767405093648e-05,6.567630043718964e-05,9.27001892705448e-05,3.090095106017543e-06
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.004374817945063114,0.005587941035628319,0.002072080736979842,0.002286044415086508,0.0015047501074150205,0.019889429211616516,0.0010455381125211716,0.0049276649951934814,0.005655764602124691,0.001719442312605679,0.00278090825304389,0.0034198928624391556,0.0006523316842503846,0.004301332402974367,0.00039426347939297557,0.008273536339402199,0.0027919055428355932,0.0017040063394233584,0.0013044894440099597,9.84345460892655e-05,0.0014408014249056578,8.139021520037204e-05,0.008361496962606907,0.002946816850453615,0.001566375489346683,0.0015293833566829562,0.0054186624474823475,0.00447465293109417,0.0007101246737875044,9.749494347488508e-05,0.0021769008599221706,0.0007739235297776759,0.0006586747476831079,0.0003994536236859858,0.006363364867866039,0.004859440959990025,0.0030473009683191776,0.0012094649719074368,0.0013817173894494772,0.005176831036806107,0.014062046073377132,0.0010168496519327164
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.517986672501138e-07,2.3457857878383948e-06,1.8398477550363168e-06,3.2137829748535296e-06,3.101193669863278e-06,4.946134140482172e-06,1.7376529513057903e-06,2.5852150429273024e-06,5.401042926678201e-06,2.502071993149002e-06,1.3842142152498127e-06,2.8817828479077434e-06,1.6401737639171188e-06,1.0655355708877323e-06,3.7303279896150343e-06,2.653673391250777e-06,1.5364621503977105e-06,1.976105750145507e-06,1.2256830359547166e-06,4.363208518043393e-06,1.624422793611302e-06,2.7905362003366463e-06,9.968714948627166e-06,3.865831786242779e-06,3.877048129652394e-06,2.40552094510349e-06,3.600328000175068e-06,1.2730438356811646e-06,7.771802756906254e-07,1.478163426327228e-06,2.2412787075154483e-06,3.1902511636872077e-06,1.3083902103971923e-06,4.206656285532517e-06,5.396644610300427e-06,2.219107045675628e-06,1.8189983848060365e-06,3.3940364119189326e-06,3.6758578971785028e-06,1.2753397413689527e-06,5.518370926438365e-06,1.929756990648457e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.001007366692647338,0.001920084934681654,0.0034911183174699545,0.0024610250256955624,0.0016264189034700394,0.003955816850066185,0.0021067208144813776,0.0021126249339431524,0.0030727959237992764,0.0023242866154760122,0.0016199190868064761,0.002004774520173669,0.0019453385611996055,0.005066602490842342,0.00208316114731133,0.0026678009890019894,0.0040333629585802555,0.0027898293919861317,0.002782696858048439,0.0019537454936653376,0.0016930982237681746,0.001352531835436821,0.002256571315228939,0.0016384331975132227,0.002596993464976549,0.0027850379701703787,0.003611106425523758,0.002555691171437502,0.0016222211997956038,0.0004405747458804399,0.0024357738438993692,0.0018665624083951116,0.0021144712809473276,0.0030785752460360527,0.003922570962458849,0.003489971859380603,0.0035968066658824682,0.004341814201325178,0.002692691283300519,0.0014329229015856981,0.0033020577393472195,0.0006684268009848893
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.1521821079440997e-06,1.1223798992432421e-06,2.043507947746548e-06,1.5214719724099268e-06,1.4638592347182566e-06,3.966471467720112e-06,1.6208565511988127e-06,1.1378749604773475e-06,2.059045527857961e-06,1.7359584489895497e-06,9.815123576117912e-07,1.666312527959235e-06,2.563814859968261e-06,1.4763933222639025e-06,1.1393284466976183e-06,1.46272338952258e-06,2.3307688934437465e-06,1.6055005289672408e-06,1.3439599797493429e-06,1.8569023723102873e-06,2.339952743568574e-06,1.453460868106049e-06,1.7291781659878325e-06,1.547540136925818e-06,1.0683036180125782e-06,1.866583147602796e-06,1.8087627040586085e-06,1.2217739140396588e-06,1.5104130852705566e-06,1.5811079947525286e-06,1.8761002138489857e-06,1.264890329366608e-06,1.5397617971757427e-06,1.3936067944086972e-06,1.8432692741043866e-06,2.7192004381504375e-06,1.46864329053642e-06,2.1571729575953213e-06,1.9140043150400743e-06,1.2499021977419034e-06,1.4801395309405052e-06,1.3672648719875724e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,5.4111176723381504e-05,0.00012066509953001514,6.373844371410087e-05,2.0457813661778346e-05,4.1689694626256824e-05,0.0005263552302494645,6.130748806754127e-05,0.00014605642354581505,0.00020762154599651694,2.5180450393236242e-05,6.267731077969074e-05,0.0002471097686793655,2.9770713808829896e-05,0.000212036567972973,3.54136063833721e-05,0.0006296025821939111,4.155990973231383e-05,0.00011926590377697721,2.038069214904681e-05,1.779889134922996e-05,9.163083450403064e-05,6.555479103553807e-06,0.0004591535544022918,0.00010376468708273023,9.717061766423285e-05,2.85408223135164e-05,0.000205775533686392,0.0004202304407954216,1.8558723240857944e-05,4.839378107135417e-06,2.2988859200268053e-05,7.094648026395589e-05,3.023425961146131e-05,5.996364416205324e-05,2.20482143049594e-05,0.00041137554217129946,0.00016344526375178248,2.724688602029346e-05,2.6104209609911777e-05,0.00010523937817197293,0.0004925593384541571,1.351247829006752e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.000731999462004751,0.0009863731684163213,0.001825289218686521,0.0013199711684137583,0.0007639925461262465,0.0015697964699938893,0.0015279323561117053,0.0008873470942489803,0.0013561927480623126,0.0012646937975659966,0.0006498227012343705,0.001017622067593038,0.0016258412506431341,0.0028855185955762863,0.0013332923408597708,0.001477092388086021,0.001458388171158731,0.001966841984540224,0.0015802023699507117,0.0009784202557057142,0.0007615162176080048,0.0008098020916804671,0.0014712972333654761,0.0007952087908051908,0.0009032673551701009,0.0011211095843464136,0.0013608542503789067,0.0012241937220096588,0.0015089702792465687,0.00033935971441678703,0.0012268932769075036,0.0005252499249763787,0.0012507257051765919,0.001014610636048019,0.00139078579377383,0.0023232237435877323,0.0017317505553364754,0.0022201091051101685,0.0009433130035176873,0.0010956214973703027,0.001756796846166253,0.00021375658980105072
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,0.00015657169569749385,5.440018867375329e-05,6.951513205422089e-05,4.302056913729757e-05,3.330782783450559e-05,9.754780330695212e-05,5.141355359228328e-05,5.777299156761728e-05,6.499417941085994e-05,7.682116120122373e-05,4.937218545819633e-05,4.704869206761941e-05,4.7365192585857585e-05,5.535266609513201e-05,1.5894043826847337e-05,0.00011986167373834178,5.834791954839602e-05,5.192895696382038e-05,2.7811891413875856e-05,8.382497981074266e-06,5.07669392391108e-05,1.7554006262798794e-05,8.06800089776516e-05,3.3038038964150473e-05,3.6581051972461864e-05,5.0041744543705136e-05,4.592564073391259e-05,5.2711780881509185e-05,2.5611574528738856e-05,1.2407077520038001e-05,4.722264566225931e-05,4.830411489820108e-05,1.8702310626395047e-05,2.313284312549513e-05,4.963702303939499e-05,7.657679816475138e-05,7.537934288848191e-05,6.463356839958578e-05,3.806482345680706e-05,5.023523772251792e-05,0.00010305648174835369,2.143772508134134e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,1.3712716281588655e-05,9.113165287999436e-05,4.899355553789064e-05,7.958819332998246e-05,0.00010191681940341368,9.905086335493252e-05,4.021405766252428e-05,8.873342449078336e-05,0.00010882745118578896,0.00010835951252374798,7.931660366011783e-05,0.0001337455614702776,3.640997238107957e-05,3.0420569601119496e-05,0.0001116952407755889,8.008492295630276e-05,6.323817797238007e-05,3.939203088521026e-05,4.992923641111702e-05,0.00012034161773044616,0.00010045568342320621,0.00013901363126933575,0.0002983743906952441,0.00011828925926238298,0.00015214226732496172,0.00010988595749950036,8.295730367535725e-05,6.387315806932747e-05,3.4020071325358e-05,6.642768130404875e-05,6.510049570351839e-05,6.838624540250748e-05,3.8997204683255404e-05,0.0001449136034352705,9.950775711331517e-05,8.990968490252271e-05,0.00012612013961188495,0.00012077997234882787,7.407785597024485e-05,4.067666668561287e-05,0.00019945732492487878,8.609871292719617e-05
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,4.038749921164708e-06,2.500973641872406e-05,2.797053639369551e-05,3.996907616965473e-05,4.9205755203729495e-05,5.3483472584048286e-05,6.075460623833351e-05,2.8353295419947244e-05,0.00011064118007197976,4.005722075817175e-05,1.112411428039195e-05,6.55226394883357e-05,3.424155875109136e-05,1.887374855868984e-05,5.002985926694237e-05,4.849929973715916e-05,3.5221823054598644e-05,3.779749386012554e-05,4.652552888728678e-05,9.428980411030352e-05,5.198764119995758e-05,4.578389780363068e-05,8.743885700823739e-05,3.8809706893516704e-05,3.493771509965882e-05,2.501475864846725e-05,8.625337068224326e-05,5.961645001661964e-05,2.775253051368054e-05,2.1221587303443812e-05,4.557241845759563e-05,0.0001107376956497319,1.183167114504613e-05,4.106857522856444e-05,4.844512295676395e-05,8.824813266983256e-05,5.595432230620645e-05,5.4035983339417726e-05,3.4266548027517274e-05,7.890327651693951e-06,0.0002607229689601809,2.42580208578147e-05
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00032608435139991343,0.0003310891625005752,0.00038890514406375587,0.0002543429145589471,0.00033000684925355017,0.0003766681766137481,0.0002362197992624715,0.00024219774059019983,0.00040917249862104654,0.00028813740937039256,0.00026066898135468364,0.00039831220055930316,0.00023485987912863493,0.00031577752088196576,0.0002401266829110682,0.0002578347339294851,0.0003371427592355758,0.0002888138114940375,0.0002867767179850489,0.0002739460323937237,0.0003961765905842185,0.00024241067876573652,0.00035068116267211735,0.0005142291774973273,0.0003412253863643855,0.00027078899438492954,0.00035477810888551176,0.00023212877567857504,0.0003006233600899577,0.00021865805319976062,0.0003564372891560197,0.00033525729668326676,0.0002939929545391351,0.00033969018841162324,0.0002455572539474815,0.0001658121036598459,0.0004055520403198898,0.00025481454213149846,0.0003610582498367876,0.0003266719286330044,0.0003086119540967047,0.0002801418595481664
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,1.7982840290642343e-05,3.8611513446085155e-05,8.913702185964212e-05,4.825746509595774e-05,4.892738434136845e-05,0.00019848959345836192,7.56886147428304e-05,0.00013705313904210925,0.0001261103170691058,3.5374057915760204e-05,0.00014639385335613042,0.0001247167820110917,3.310378087917343e-05,0.0001401008339598775,4.205858567729592e-05,0.0003551716508809477,4.773805630975403e-05,7.617032679263502e-05,4.7031851863721386e-05,1.861938289948739e-05,7.747576455585659e-05,1.6746113033150323e-05,0.00032121912227012217,8.987516048364341e-05,5.5659053032286465e-05,1.5430730854859576e-05,9.218952618539333e-05,0.00022416686988435686,3.960802496294491e-05,7.1908461904968135e-06,3.630838182289153e-05,5.738762047258206e-05,2.8569484129548073e-05,9.190383570967242e-05,6.794848013669252e-05,0.00043806765461340547,4.8348687414545566e-05,3.723520421772264e-05,5.585706094279885e-05,0.00010422067134641111,8.732447167858481e-05,2.605231748020742e-05
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0013903513317927718,0.0017084487481042743,0.001320390496402979,0.001002935809083283,0.000560206884983927,0.0024319093208760023,0.001048754551447928,0.0019554737955331802,0.0009751547477208078,0.0012367952149361372,0.0012212719302624464,0.001851688022725284,0.0004428201646078378,0.0009364426368847489,0.0006674817414022982,0.001532746129669249,0.000655275653116405,0.00047609448665753007,0.0006266242708079517,0.0002800817310344428,0.0008683549240231514,0.00041692625381983817,0.001079329987987876,0.0011340955970808864,0.002031453186646104,0.0005858481745235622,0.0008921397966332734,0.0018371439073234797,0.0014680835884064436,0.0005944583099335432,0.0010571414604783058,0.0007275886600837111,0.0006056606071069837,0.0004508847196120769,0.0012927961070090532,0.0016288345213979483,0.0004917039186693728,0.0016475854208692908,0.000633533054497093,0.0011630208464339375,0.00226403446868062,0.0007041699136607349
