,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_the,ans_prob_obs_edit_subject_be,ans_prob_obs_edit_subject_and,ans_prob_obs_edit_subject_a,ans_prob_obs_edit_subject_of,ans_prob_obs_edit_subject_to,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_i,ans_prob_obs_edit_subject_you,ans_prob_obs_edit_subject_it,ans_prob_obs_edit_subject_have,ans_prob_obs_edit_subject_that,ans_prob_obs_edit_subject_for,ans_prob_obs_edit_subject_do,ans_prob_obs_edit_subject_he,ans_prob_obs_edit_subject_with,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_this,ans_prob_obs_edit_subject_n't,ans_prob_obs_edit_subject_we,ans_prob_obs_edit_subject_not,ans_prob_obs_edit_subject_but,ans_prob_obs_edit_subject_they,ans_prob_obs_edit_subject_say,ans_prob_obs_edit_subject_at,ans_prob_obs_edit_subject_what,ans_prob_obs_edit_subject_his,ans_prob_obs_edit_subject_from,ans_prob_obs_edit_subject_go,ans_prob_obs_edit_subject_or,ans_prob_obs_edit_subject_by,ans_prob_obs_edit_subject_get,ans_prob_obs_edit_subject_she,ans_prob_obs_edit_subject_my,ans_prob_obs_edit_subject_can,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_know,ans_prob_obs_edit_subject_if
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.007713379105553e-05,0.00029473609174601734,0.0002248164382763207,0.00014047113654669374,0.00016474619042128325,0.0001950477744685486,0.0002050569892162457,0.0001880179188447073,0.00012418905680533499,0.0002711852721404284,0.00028334534727036953,0.00012608176621142775,0.0003077293513342738,0.00024813730851747096,0.0001566733990330249,0.00017012227908708155,0.00011347848339937627,0.000390872621210292,0.0001874688605312258,0.00042467890307307243,0.00041495708865113556,9.966543439077213e-05,0.00016422710905317217,0.0002041451371042058,0.0002245081850560382,0.00010030998237198219,0.00010047842806670815,0.00022229860769584775,0.00026066761347465217,0.0002978278207592666,0.00023570514167658985,0.00027558955480344594,0.0003316272923257202,0.0001041674186126329,0.000429086183430627,0.0001439055777154863,0.00014637615822721273,0.0001785859203664586,0.00018781545804813504,0.00022470936528407037
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,7.678361725993454e-05,6.88798536430113e-05,5.6637032685102895e-05,4.110642476007342e-05,7.602996629429981e-05,7.572412869194523e-05,4.636105222743936e-05,3.491941970423795e-05,3.596765600377694e-05,5.359124770620838e-05,2.1092535462230444e-05,3.050842133234255e-05,4.190743129584007e-05,6.552854756591842e-05,7.20135067240335e-05,0.00011773945152526721,5.572006921283901e-05,9.899505676003173e-05,2.558470623625908e-05,7.402562914649025e-05,2.0963401766493917e-05,1.861709461081773e-05,1.1359767995600123e-05,6.316162762232125e-05,4.1801875340752304e-05,6.747642328264192e-05,4.280147550161928e-05,5.6294462410733104e-05,3.374012158019468e-05,5.389048237702809e-05,0.0001042836593114771,2.3559645342174917e-05,3.794796430156566e-05,9.813671931624413e-05,1.1734185136447195e-05,6.147225212771446e-05,1.8401076886220835e-05,4.302931483834982e-05,1.2247240192664322e-05,4.969625661033206e-05
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00010485482926014811,8.889639138942584e-05,6.554886203957722e-05,6.077788566472009e-05,0.00013035144365858287,7.208317401818931e-05,9.496010898146778e-05,7.466743409167975e-05,0.00013185346324462444,4.8970625357469544e-05,6.533096166094765e-05,5.959591726423241e-05,0.0001910310675157234,7.736875704722479e-05,6.0175818362040445e-05,0.00016188572044484317,8.829967555357143e-05,0.00019775662804022431,6.218565249582753e-05,6.823883450124413e-05,3.238253339077346e-05,5.824789695907384e-05,2.3466183847631328e-05,8.311983401654288e-05,7.00477248756215e-05,6.724154081894085e-05,6.117755401646718e-05,8.994520612759516e-05,5.257522207102738e-05,9.490398952038959e-05,0.00016838175361044705,1.3257495993457269e-05,7.12066757841967e-05,0.0003712459874805063,3.84963204851374e-05,0.00013786791532766074,7.383832416962832e-05,3.0284156309789978e-05,5.434881313703954e-05,0.00010371763346483931
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.485859777669248e-07,1.2702726053248625e-06,6.098375138208212e-07,9.656085921960766e-07,1.31369847622409e-06,1.237932679032383e-06,2.148514113287092e-06,1.0077146725961939e-06,2.975918278025347e-06,1.4625344419982866e-06,1.0159384373764624e-06,8.945560807660513e-07,1.0840707318493514e-06,7.105772397153487e-07,9.426501605958038e-07,9.435919992029085e-07,1.4842413520455011e-06,2.361018687224714e-06,1.05126684957213e-06,9.51641823121463e-07,6.298170092122746e-07,9.644172678235918e-07,4.7608608610971714e-07,1.0171721669394174e-06,2.0250499801477417e-06,1.6106691873574164e-06,2.6383572730992455e-06,1.2355650369499926e-06,2.182167690989445e-06,9.84604298537306e-07,2.209588046753197e-06,1.0841752100532176e-06,1.9741473806789145e-06,1.5411593494718545e-06,7.311431318157702e-07,1.3368793361223652e-06,1.938922650879249e-06,2.679688122952939e-06,7.458437494278769e-07,2.0256968582543777e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.0016354047693312168,0.0038609665352851152,0.0058122798800468445,0.0025156796909868717,0.013681793585419655,0.0034726739395409822,0.00746640469878912,0.009900979697704315,0.007807075046002865,0.004352543503046036,0.006348805036395788,0.005818925332278013,0.006480789743363857,0.005454938858747482,0.005047984886914492,0.006857477594166994,0.011434720829129219,0.00870797224342823,0.007317590527236462,0.008703532628715038,0.002893072785809636,0.006263576447963715,0.0019435122376307845,0.006013746839016676,0.014043411239981651,0.0012152838753536344,0.008051118813455105,0.0036610763054341078,0.01372144091874361,0.014734006486833096,0.002075003460049629,0.0016311603831127286,0.007001635152846575,0.002196024637669325,0.008227995596826077,0.00857449322938919,0.004281769506633282,0.00931885838508606,0.0014691670658066869,0.0029388440307229757
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.1813923467561835e-06,1.0192520676355343e-06,1.4290716308096307e-06,9.470194299865398e-07,1.146162844634091e-06,1.2594983900271473e-06,2.586957862149575e-06,1.0759885071820463e-06,3.911192379746353e-06,2.1393964289018186e-06,2.65613471128745e-06,2.240887170046335e-06,1.697526386124082e-06,1.284361133002676e-06,1.629686039450462e-06,1.7867404267235543e-06,2.003667077588034e-06,2.6008817712863674e-06,1.0617989119054982e-06,1.0915391612797976e-06,2.111959474859759e-06,2.153211880795425e-06,8.313851935781713e-07,1.0342093901272165e-06,1.2800726381101413e-06,1.2759173841914162e-06,1.1141156619487447e-06,1.8163532331527676e-06,9.143396368926915e-07,9.975767625292065e-07,1.0205277476416086e-06,7.580346732538601e-07,1.4856408370178542e-06,1.5792054455232574e-06,5.805094360766816e-07,8.695912470102485e-07,3.5065713177573343e-07,1.2281562931093504e-06,6.360886573020252e-07,1.4297512507255306e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001307158381678164,5.654124470311217e-05,2.8673297492787242e-05,2.3216385670821182e-05,6.183632649481297e-05,3.3949007047340274e-05,2.707661951717455e-05,2.535657949920278e-05,4.956215343554504e-05,1.696937579254154e-05,1.7376980395056307e-05,2.559966924309265e-05,5.216106364969164e-05,2.6907859137281775e-05,3.438878775341436e-05,0.0001559353549964726,0.00011747466487577185,0.00016344329924322665,1.9878787497873418e-05,1.6534873793716542e-05,3.4011201933026314e-05,2.6340774638811126e-05,7.565307896584272e-06,4.798758163815364e-05,2.4183156710932963e-05,4.419578908709809e-05,5.056688314653002e-05,5.247795706964098e-05,3.854676106129773e-05,2.9651087970705703e-05,6.826658500358462e-05,1.1435282431193627e-05,3.194011151208542e-05,0.00018761785759124905,1.9589397197705694e-05,2.52872850978747e-05,6.761519762221724e-05,2.3622034859727137e-05,2.9327926313271746e-05,7.90619887993671e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0014351806603372097,0.002564836759120226,0.005160895176231861,0.002237607492133975,0.007043026387691498,0.0028944076038897038,0.005305882077664137,0.0057945409789681435,0.004554464016109705,0.002698861761018634,0.005627520848065615,0.004151370842009783,0.003301922930404544,0.0037158026825636625,0.003998233005404472,0.005082393065094948,0.008260859176516533,0.004594356287270784,0.004228759557008743,0.005839190911501646,0.0026190755888819695,0.00581008056178689,0.0018971418030560017,0.0043583703227341175,0.008814018219709396,0.0007149181328713894,0.005719865672290325,0.0033676784951239824,0.010448849759995937,0.005655776709318161,0.001611562678590417,0.0017594443634152412,0.004550842568278313,0.001212593517266214,0.008014560677111149,0.00515991635620594,0.002028399147093296,0.005887927953153849,0.0012418951373547316,0.003303714795038104
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.70752818020992e-05,7.120845111785457e-05,5.3421241318574175e-05,4.221553172101267e-05,0.0001359956804662943,7.824837666703388e-05,9.224597306456417e-05,6.092516196076758e-05,7.853489660192281e-05,4.430684930412099e-05,5.045552461524494e-05,4.435750815900974e-05,0.0001265241444343701,5.014537600800395e-05,0.00011768083641072735,0.000140707750688307,0.00010381143511040136,9.092121035791934e-05,4.778302536578849e-05,3.985271177953109e-05,3.160746200592257e-05,4.266770702088252e-05,3.9212958654388785e-05,0.00010032620775746182,4.8888363380683586e-05,8.598317072028294e-05,5.048733873991296e-05,6.377512909239158e-05,8.640910527901724e-05,6.342489359667525e-05,7.757260027574375e-05,4.360436287242919e-05,7.524243119405583e-05,0.00010981156810885295,2.8335827664704993e-05,7.14897905709222e-05,9.586095984559506e-05,4.610979885910638e-05,4.988268483430147e-05,8.461537072435021e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,5.17204853167641e-06,1.0335995284549426e-05,5.760953172284644e-06,1.9244500435888767e-05,1.9563849491532892e-05,1.6014029824873433e-05,2.458151720929891e-05,6.522773674078053e-06,5.020060416427441e-05,1.2634451195481233e-05,4.481530595512595e-06,1.5371530025731772e-05,1.0700587154133245e-05,3.94027210859349e-06,1.260018143511843e-05,1.287960276386002e-05,1.1323056241963059e-05,1.601988697075285e-05,1.1333970178384334e-05,5.755669462814694e-06,1.8025664758170024e-05,1.0291102626069915e-05,9.161189154838212e-06,1.1725296644726768e-05,1.663402326812502e-05,1.1757471838791389e-05,5.008745938539505e-05,6.863745056762127e-06,3.12113443214912e-05,7.02477927916334e-06,1.690973476797808e-05,1.3055524505034555e-05,1.8707454728428274e-05,1.7484486306784675e-05,6.4101454881893005e-06,9.341592885903083e-06,1.0692871910578106e-05,3.0955914553487673e-05,4.707364041678375e-06,3.207432382623665e-05
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,5.378629339247709e-06,6.995236617513001e-05,0.00016024710203055292,0.00018196660676039755,0.00015728322614450008,0.00028756115352734923,0.00045278825564309955,0.0001851023844210431,0.0005901898839510977,0.0003457738202996552,0.0001776870049070567,0.00022561282094102353,0.00016480688645970076,7.659990660613403e-05,0.0002552033984102309,0.00020980810222681612,0.0003252157475799322,0.0003004233003593981,0.00019321164290886372,8.588421042077243e-05,0.0006509145023301244,0.00017412823217455298,0.000725940044503659,0.0002657729492057115,0.00016430736286565661,0.0003849048516713083,0.00023929873714223504,0.0002875839127227664,0.00019570432777982205,0.00011915576760657132,7.32615080778487e-05,0.00023558351676911116,0.00014681555330753326,8.958212856668979e-05,0.0001520552032161504,0.0002942146675195545,0.00027854289510287344,0.0003041323507204652,0.0003729836316779256,0.0004956558113917708
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.0002664968487806618,0.00023333574063144624,0.000210636731935665,0.00018682467634789646,0.00034563863300718367,0.00026095358771272004,0.0002168591890949756,0.0002512057253625244,0.00027551886159926653,0.000413274101447314,0.0003525083011481911,0.00023693965340498835,0.0003116383741144091,0.00023720620083622634,0.0002332263538846746,0.00023342891654465348,0.00020763545762747526,0.0002556068648118526,0.00024420005502179265,0.00028895281138829887,0.0003463262983132154,0.0002477130910847336,0.0003224755928386003,0.00021202664356678724,0.00034413274261169136,0.00023470311134587973,0.00022740136773791164,0.0002948984911199659,0.0002661030157469213,0.00031136913457885385,0.00020676912390626967,0.0002268637908855453,0.00019315855752211064,0.0003611512074712664,0.00021709557040594518,0.00020095525542274117,0.00030600675381720066,0.00037959596375003457,0.0002533049264457077,0.00018736551282927394
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.02011093380861e-05,8.063934365054592e-05,3.441860098973848e-05,2.7226429665461183e-05,8.989437628770247e-05,2.7280597350909375e-05,6.377688987413421e-05,2.5562090741004795e-05,0.00010221820411970839,3.785741500905715e-05,2.3119380784919485e-05,5.767872426076792e-05,7.789083610987291e-05,4.0663067920831963e-05,4.854312282986939e-05,0.00016707857139408588,0.00011985357559751719,0.00013064223458059132,2.588111601653509e-05,3.9000417018542066e-05,5.414380939328112e-05,2.4018678232096136e-05,2.3732020054012537e-05,5.947456884314306e-05,3.149693657178432e-05,4.774542321683839e-05,6.271240272326395e-05,8.51123986649327e-05,5.4477779485750943e-05,3.209544956916943e-05,4.155349961365573e-05,3.394438317627646e-05,6.741062679793686e-05,0.00018572527915239334,2.5901679691742174e-05,8.029469609027728e-05,4.6084169298410416e-05,3.64320985681843e-05,6.519068847410381e-05,0.00014136239769868553
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0003055281413253397,0.0003065024793613702,0.00020436524937395006,0.00014866188575979322,0.00029201252618804574,0.0003608413098845631,0.00027309771394357085,0.00023177188995759934,0.0003452732053119689,0.00024192585260607302,0.0002202244068030268,0.0001331335661234334,0.0003369585028849542,0.00020426824630703777,0.00019879313185811043,0.00026996093220077455,0.00023736721777822822,0.0004576804640237242,0.00021860281412955374,0.0002619114238768816,0.0003179806808475405,0.00022148991411086172,0.00011965801968472078,0.00022175673802848905,0.00012444709136616439,0.0001457964099245146,0.0002178895374527201,0.0002402451791567728,0.00018102946341969073,0.00015970728418324143,0.0003477197024039924,0.0003964139614254236,0.0002669159439392388,0.00045453361235558987,0.00012796254304703325,0.00026338885072618723,0.0003358855901751667,0.00022354138491209596,0.0003337506204843521,0.00028938258765265346
24,24,The place of birth of Grover Jones is,The place of birth of the director of Thrilling Youth is,Grover Jones,the director of Thrilling Youth, Indiana,2.3453938410966657e-05,3.391544669284485e-05,2.5013316189870238e-05,1.3901467355026398e-05,1.876555870694574e-05,2.0814017261727713e-05,1.4086742339713965e-05,1.312714084633626e-05,2.1257012122077867e-05,1.3408561244432349e-05,1.1787073162849993e-05,1.2220261851325631e-05,5.787265399703756e-05,2.0169332856312394e-05,1.292447359446669e-05,2.3522652554675005e-05,2.1870491764275357e-05,2.615445373521652e-05,8.262002666015178e-06,3.301025208202191e-05,3.979831490141805e-06,2.799829417199362e-05,9.23286825127434e-06,3.118196764262393e-05,2.0600014977389947e-05,1.5266785339917988e-05,6.621388365601888e-06,2.791909901134204e-05,1.0100075996888336e-05,1.3240807675174437e-05,2.1958572688163258e-05,6.9921220529067796e-06,1.6043168216128834e-05,5.4627635108772665e-05,9.735233106766827e-06,2.5319030100945383e-05,3.6711368011310697e-05,5.421703008323675e-06,2.4472885343129747e-05,2.358284473302774e-05
