,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,0.00013495658640749753,0.001288956613279879,0.0015911293448880315,0.0005571204819716513,0.0011714132269844413,0.0011373691959306598,0.0015351701295003295,0.0004560620291158557,0.0003410798090044409,0.001024717348627746,0.0017572094220668077,0.0011155582033097744,0.001880453433841467,0.0009327105944976211,0.001103210379369557,0.0007383859483525157,0.0007595879142172635,0.0015638492768630385,0.00046089725219644606,0.0012910831719636917,0.000991055159829557,0.0006307482253760099,0.001348190358839929,0.0003900787851307541,0.0004768360231537372,0.0014222548343241215,0.0010837933514267206,0.0010764814214780927,0.0011088966857641935,0.0019628226291388273,0.0017316953744739294,0.0016378604341298342,0.0017149642808362842,0.0007604594575241208,0.0017696548020467162,0.0013349521905183792,0.0015661505749449134,0.0009481871966272593,0.001167026231996715,0.0012122547486796975,0.0008448984590359032,0.0013148006983101368
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,6.335401121759787e-05,2.5962792278733104e-05,5.216238787397742e-05,5.782637890661135e-05,2.328423761355225e-05,4.2121817386941984e-05,1.021180196403293e-05,1.4570247003575787e-05,3.760106847039424e-05,1.6340063666575588e-05,9.046328341355547e-05,3.621768701123074e-05,3.584902151487768e-05,7.008833927102387e-05,3.554938666638918e-05,5.633349428535439e-05,8.84975161170587e-05,0.00010375177953392267,5.154199243406765e-05,2.7064257665188052e-05,6.933596159797162e-05,2.395380761299748e-05,3.134842336294241e-05,2.6008870918303728e-05,2.3266828065970913e-05,3.101325637544505e-05,4.755110421683639e-05,2.665559804881923e-05,3.782066414714791e-05,1.5784216884640045e-05,1.1570948117878288e-05,6.075559213059023e-05,5.421477908384986e-05,2.1938876670901664e-05,3.217853372916579e-05,6.039583604433574e-05,1.050974697136553e-05,0.00020407726697158068,8.743458602111787e-05,0.00014281319454312325,1.748517206578981e-05,2.060421866190154e-05
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.004374817945063114,0.005587941035628319,0.009334894828498363,0.007274066563695669,0.003408614080399275,0.008697026409208775,0.00024992486578412354,0.0008042046683840454,0.005681082606315613,0.0004027753893751651,0.007815465331077576,0.004638459533452988,0.0014113379875198007,0.00599224166944623,0.0031609446741640568,0.006591550540179014,0.0023008533753454685,0.010187160223722458,0.004713601432740688,0.0018574957503005862,0.0025636949576437473,0.010676499456167221,0.0017408312996849418,0.007362299598753452,0.001117654494009912,0.004198094364255667,0.0042419894598424435,0.0013243954163044691,0.001538073760457337,0.001876705209724605,0.0009121817420236766,0.0026383893564343452,0.00200770515948534,0.0009691042941994965,0.001490041264332831,0.0007134975166991353,0.0021084430627524853,0.006761888973414898,0.0031772207003086805,0.006362599786370993,0.010936479084193707,0.007402307353913784
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,2.517986672501138e-07,2.3457857878383948e-06,2.2132880985736847e-06,1.337362959930033e-06,2.9953630473755766e-06,2.3022564619168406e-06,2.311339585503447e-06,1.67300709108531e-06,2.3864051854616264e-06,1.9871577023877762e-06,4.76999275633716e-06,3.2531106626265682e-06,5.136131676408695e-06,3.3709784474922344e-06,2.643488414832973e-06,3.640091335910256e-06,2.7133185085403966e-06,4.163807261647889e-06,5.1873857955797575e-06,3.069839749514358e-06,4.75112983622239e-06,3.000930291818804e-06,3.2395657854067395e-06,2.500616119505139e-06,1.4373717931448482e-06,3.315954927529674e-06,3.2001532872527605e-06,3.1457839213544503e-06,2.971620006064768e-06,4.714522674476029e-06,2.574900690888171e-06,3.28099258695147e-06,2.299110519743408e-06,2.7266510187473614e-06,3.7412921756185824e-06,4.3922100303461775e-06,3.226803983125137e-06,2.5550430109433364e-06,2.2320941752695944e-06,2.017110546148615e-06,4.127931788389105e-06,2.8736417334584985e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.001007366692647338,0.001920084934681654,0.00189890805631876,0.0027766453567892313,0.0031606333795934916,0.0033656649757176638,0.0011880588717758656,0.0014749473193660378,0.0018080942099913955,0.00171574461273849,0.0006415000534616411,0.0036370360758155584,0.0018589862156659365,0.0026961867697536945,0.001922326977364719,0.0018000294221565127,0.0012908930657431483,0.003199126338586211,0.0023212244268506765,0.000536843785084784,0.001710380194708705,0.0026052917819470167,0.0027619204483926296,0.004154336638748646,0.0006274646730162203,0.0012088562361896038,0.0051991441287100315,0.00218505272641778,0.0020231297239661217,0.001784385065548122,0.00205976702272892,0.002240009605884552,0.001788617460988462,0.0017039049416780472,0.002654905430972576,0.0017525471048429608,0.0018045955803245306,0.0031180279329419136,0.00248839077539742,0.0017903856933116913,0.004223722964525223,0.0022900747135281563
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,1.1521821079440997e-06,1.1223798992432421e-06,1.8276780338055687e-06,1.3318814353624475e-06,2.5108993213507347e-06,1.92949437405332e-06,1.2534983397927135e-06,1.625031700314139e-06,1.7990392962019541e-06,1.0450336276335292e-06,2.48806122726819e-06,2.0547165604511974e-06,1.7049605958163738e-06,1.2736812777802697e-06,2.1270543584250845e-06,1.438879166926199e-06,1.456916152164922e-06,1.615492351447756e-06,1.2369912383292103e-06,1.3110577583574923e-06,1.3975970887258882e-06,1.4743945939699188e-06,1.648564307288325e-06,1.5314166148527875e-06,7.500793799408711e-07,2.1703367565351073e-06,2.3718880584056024e-06,1.6859024754012353e-06,1.3493242931872373e-06,1.5598949403283768e-06,1.4586735233024228e-06,1.706778675725218e-06,2.305861016793642e-06,1.4416497151614749e-06,1.923885974974837e-06,1.9676974716276163e-06,1.1293114994259668e-06,1.946909833350219e-06,4.209999133308884e-06,2.4635103272885317e-06,3.235724761907477e-06,1.2595945690918597e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,5.4111176723381504e-05,0.00012066509953001514,0.00010490686690900475,9.104977652896196e-05,7.694964006077498e-05,0.0005231834948062897,1.1288226232863963e-05,3.5881348594557494e-05,0.00026196305407211185,3.326611840748228e-05,0.00013441794726531953,0.00012466180487535894,0.0001022924916469492,0.00012665176473092288,0.00010470415145391598,0.00011488419841043651,0.00010246588499285281,0.00069583480944857,8.738380711292848e-05,3.7122979847481474e-05,8.615037950221449e-05,0.0004169388266745955,0.0001002265780698508,0.00022230623289942741,2.840303750417661e-05,7.658338290639222e-05,0.0003583836369216442,4.7219888074323535e-05,5.512047573574819e-05,3.4231357858516276e-05,2.3552047423436306e-05,0.00022604894184041768,5.5759712267899886e-05,5.418303044280037e-05,4.457789327716455e-05,0.00013947812840342522,3.565694350982085e-05,0.00014619356079492718,0.0003673725586850196,0.0002965044986922294,0.0001277068367926404,0.0001785751956049353
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.000731999462004751,0.0009863731684163213,0.0010688124457374215,0.0018620929913595319,0.0014400130603462458,0.00195045315194875,0.0007948695565573871,0.0008648989605717361,0.0008546052849851549,0.0010160001693293452,0.0005218377336859703,0.0016635762294754386,0.0007632922497577965,0.0017967235762625933,0.0009927254868671298,0.0014586754841729999,0.0008414018084295094,0.0015719191869720817,0.0012745159910991788,0.0003146542585454881,0.0008012790349312127,0.0017166921170428395,0.001896577188745141,0.002678301651030779,0.0003420292923692614,0.0007974752224981785,0.002571943448856473,0.0011560134589672089,0.0011220142478123307,0.0009269675356335938,0.0010454532457515597,0.0010927519761025906,0.0011098693357780576,0.0004811038379557431,0.0011644071200862527,0.0009979939786717296,0.0012673336314037442,0.002067017601802945,0.001423735055141151,0.0013255879748612642,0.0026444236282259226,0.0016754405805841088
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,0.00015657169569749385,5.440018867375329e-05,8.543151488993317e-05,7.651843770872802e-05,6.555431900778785e-05,9.177419997286052e-05,2.188345206377562e-05,3.642290903371759e-05,8.885765419108793e-05,2.4148044758476317e-05,6.658446363871917e-05,9.845306340139359e-05,2.709251202759333e-05,4.846527735935524e-05,6.382192805176601e-05,4.7698646085336804e-05,3.4990116546396166e-05,8.790463471086696e-05,4.318709397921339e-05,1.9548111595213413e-05,3.8306257920339704e-05,6.202432268764824e-05,4.0516111766919494e-05,5.0537189963506535e-05,1.572734436194878e-05,5.62447021366097e-05,7.234179065562785e-05,2.5190378437400796e-05,3.148038376821205e-05,4.010638076579198e-05,4.546824129647575e-05,3.301133983768523e-05,6.296812352957204e-05,2.9284823540365323e-05,4.852564961765893e-05,2.6432666345499456e-05,4.7702149458928034e-05,5.0248680054210126e-05,5.842422251589596e-05,4.1915092879207805e-05,7.686952449148521e-05,4.882530993199907e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,1.3712716281588655e-05,9.113165287999436e-05,8.15823586890474e-05,3.1319690606324e-05,0.00010761020530480891,0.00012262657401151955,5.858348959009163e-05,8.043966954573989e-05,8.978187543107197e-05,5.367366611608304e-05,0.00010584482515696436,5.41273329872638e-05,0.0001477249024901539,0.00016749772476032376,8.980151324067265e-05,0.0001264838210772723,8.779861673247069e-05,0.0001303403259953484,0.00018119800370186567,0.0001234432857017964,0.00014855561312288046,9.530191164230928e-05,8.687079389346763e-05,8.89848597580567e-05,3.703169204527512e-05,0.00013101282820571214,0.0001119186490541324,7.910260319476947e-05,0.00012391862401273102,6.791673513362184e-05,7.365510828094557e-05,0.00014553641085512936,5.785091707366519e-05,0.00011418694339226931,9.258017234969884e-05,0.00011143660958623514,0.0001005698723020032,8.705139043740928e-05,0.00010181147081311792,9.213444718625396e-05,0.00013375378330238163,0.0001141451793955639
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,4.038749921164708e-06,2.500973641872406e-05,7.491646829294041e-05,1.3351338566280901e-05,4.07896404794883e-05,3.244040999561548e-05,1.7646345440880395e-05,2.8749245757353492e-05,5.331322972779162e-05,2.8292255592532456e-05,5.29733115399722e-05,7.991870370460674e-05,7.504894892917946e-05,5.024180427426472e-05,2.723109173530247e-05,8.080655243247747e-05,5.962271825410426e-05,4.796826760866679e-05,7.630151958437636e-05,5.082927236799151e-05,7.878136966610327e-05,1.4355812709254678e-05,6.929833034519106e-05,6.427081825677305e-05,1.2020460417261347e-05,4.3625437683658674e-05,8.853087638271973e-05,7.275298412423581e-05,7.177880615927279e-05,7.389306847471744e-05,0.00010040169581770897,8.910635369829834e-05,3.814050432993099e-05,3.8852387660881504e-05,5.0875620217993855e-05,8.718881144886836e-05,3.5949422453995794e-05,1.6482166756759398e-05,0.00010561946692178026,6.094611671869643e-05,5.787816917290911e-05,1.8813603674061596e-05
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.00032608435139991343,0.0003310891625005752,0.00027414405485615134,0.0003396089596208185,0.00027182878693565726,0.0002216806315118447,0.00033983984030783176,0.0003233586612623185,0.0003558387979865074,0.0002874085621442646,0.0002632340183481574,0.0002835580089595169,0.0003671549493446946,0.0003016989503521472,0.0002771421568468213,0.0003198071790393442,0.0002905499713961035,0.00026932559558190405,0.0003839451528619975,0.00030471233185380697,0.0003336776280775666,0.0003360536938998848,0.00028034913702867925,0.00024227034009527415,0.0003197692276444286,0.00026966939913108945,0.0002592156233731657,0.0003098213637713343,0.00027816795045509934,0.0003209005226381123,0.0003115761501248926,0.00023801960924174637,0.00021625369845423847,0.00030649476684629917,0.0002215653657913208,0.00037515119765885174,0.0003078629379160702,0.0003325242141727358,0.0003938828594982624,0.00027195451548323035,0.0002774980093818158,0.00031947478419169784
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,1.7982840290642343e-05,3.8611513446085155e-05,6.0008573200320825e-05,4.207209713058546e-05,8.962043648352847e-05,0.00013032802962698042,2.1787678633700125e-05,3.2753057894296944e-05,8.746835374040529e-05,3.201378058292903e-05,0.00012039860303048044,5.7971166825154796e-05,5.820414662593976e-05,6.32117735221982e-05,9.58031669142656e-05,0.0001300771691603586,0.0001543594989925623,0.00022219552192837,2.8268694222788326e-05,0.00011929655011044815,4.793691914528608e-05,0.00014830711006652564,3.930335878976621e-05,0.00015426927711814642,1.2785306353180204e-05,4.558219006867148e-05,0.00012651359429582953,6.419015699066222e-05,5.187029455555603e-05,4.95924505230505e-05,5.497376332641579e-05,0.00010574234329396859,4.810600512428209e-05,4.575637649395503e-05,4.507459016167559e-05,6.470046355389059e-05,2.940853482868988e-05,0.00022177695063874125,0.0001350504462607205,0.0001375887804897502,6.0511636547744274e-05,0.00010972418385790661
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0013903513317927718,0.0017084487481042743,0.0012416522949934006,0.0010744781466200948,0.0012767384760081768,0.0013550035655498505,0.0006015538820065558,0.000513458508066833,0.0014714364660903811,0.000569599331356585,0.0011542848078534007,0.0008776155300438404,0.00045095031964592636,0.001569475163705647,0.0016855793073773384,0.001848179497756064,0.0016878568567335606,0.0011498433304950595,0.0012497683055698872,0.0017297450685873628,0.0012071708915755153,0.0019095402676612139,0.0010187760926783085,0.0017177237896248698,0.00032642416772432625,0.00100409472361207,0.0017161386786028743,0.0008269658428616822,0.0006888334755785763,0.0005487472517415881,0.0008269354584626853,0.0009501219028607011,0.0008745082886889577,0.0005450379103422165,0.0007804050110280514,0.000562820874620229,0.0008484419668093324,0.0014141190331429243,0.0010545533150434494,0.002237349981442094,0.0008200635202229023,0.0017268768278881907
