,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_so,ans_prob_obs_edit_subject_just,ans_prob_obs_edit_subject_up,ans_prob_obs_edit_subject_out,ans_prob_obs_edit_subject_how,ans_prob_obs_edit_subject_now,ans_prob_obs_edit_subject_here,ans_prob_obs_edit_subject_then,ans_prob_obs_edit_subject_more,ans_prob_obs_edit_subject_well,ans_prob_obs_edit_subject_also,ans_prob_obs_edit_subject_very,ans_prob_obs_edit_subject_back,ans_prob_obs_edit_subject_there,ans_prob_obs_edit_subject_even,ans_prob_obs_edit_subject_only,ans_prob_obs_edit_subject_really,ans_prob_obs_edit_subject_why,ans_prob_obs_edit_subject_right,ans_prob_obs_edit_subject_down,ans_prob_obs_edit_subject_on,ans_prob_obs_edit_subject_too,ans_prob_obs_edit_subject_still,ans_prob_obs_edit_subject_never,ans_prob_obs_edit_subject_in,ans_prob_obs_edit_subject_when,ans_prob_obs_edit_subject_as,ans_prob_obs_edit_subject_where,ans_prob_obs_edit_subject_all,ans_prob_obs_edit_subject_most,ans_prob_obs_edit_subject_over,ans_prob_obs_edit_subject_again,ans_prob_obs_edit_subject_always,ans_prob_obs_edit_subject_off,ans_prob_obs_edit_subject_about,ans_prob_obs_edit_subject_today,ans_prob_obs_edit_subject_ever,ans_prob_obs_edit_subject_maybe,ans_prob_obs_edit_subject_far,ans_prob_obs_edit_subject_away
10,10,Khoa Do received the,The director of Footy Legends received the,Khoa Do,the director of Footy Legends, Young Australian of the Year,9.007713379105553e-05,0.00029473609174601734,0.00026342194178141654,0.00025713309878483415,0.00017340926569886506,0.00013261345156934112,0.00010853345884243026,0.00039644932257942855,7.218513928819448e-05,0.00035134845529682934,0.00024321438104379922,0.0002882286498788744,0.00039871130138635635,0.0002571797522250563,0.0002719125768635422,0.00015433531370945275,0.0002568472409620881,0.0002710941480472684,0.00017049198504537344,0.00011324349179631099,0.0002001276152441278,8.117835386656225e-05,0.0001874688605312258,6.074528573662974e-05,0.00019835463899653405,0.00025412242393940687,0.00012418905680533499,0.0002550015633460134,0.0001785859203664586,0.00026703730691224337,0.0001905552635435015,5.9437192248879e-05,0.0003668651625048369,4.6373228542506695e-05,0.00013969810970593244,0.00027782979304902256,0.00028981201467104256,0.0002668696397449821,0.0003226973640266806,0.0002461809781379998,0.00013740074064116925,0.00028976562316529453
11,11,The place of death of Luciano Salce is,The place of death of the director of Basta guardarla is,Luciano Salce,the director of Basta guardarla, Rome,7.678361725993454e-05,6.88798536430113e-05,7.395471766358241e-05,5.79172519792337e-05,1.9981594959972426e-05,2.121771831298247e-05,3.6411322071217e-05,1.710598917270545e-05,0.00020636683620978147,4.972937313141301e-05,2.1170581021578982e-05,2.79564756056061e-05,4.775963316205889e-05,2.6986388547811657e-05,3.214886601199396e-05,2.1252428268780932e-05,4.1506111301714554e-05,0.00016887766832951456,4.503164018387906e-05,8.64425310282968e-05,6.277733336901292e-05,8.699471800355241e-05,2.558470623625908e-05,1.740162588248495e-05,1.0378296792623587e-05,6.823392322985455e-05,3.596765600377694e-05,5.086738747195341e-05,4.302931483834982e-05,0.0001231396454386413,3.115672370768152e-05,4.157317744102329e-05,7.89076293585822e-05,1.9726525351870805e-05,4.9727270379662514e-05,1.7758124158717692e-05,8.272685954580083e-05,4.535647531156428e-05,9.388697435497306e-06,2.49818494921783e-05,1.5057657037687022e-05,4.090032962267287e-05
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00010485482926014811,8.889639138942584e-05,1.9561317458283156e-05,3.345361983519979e-05,4.0472703403793275e-05,0.00010618583473842591,8.0105361121241e-05,6.29402493359521e-05,0.00016822210454847664,6.69049404677935e-05,3.317704613436945e-05,5.4555985116166994e-05,2.9074166377540678e-05,0.00016062894428614527,2.091305395879317e-05,5.828436405863613e-05,2.8826776542700827e-05,0.00012569820682983845,5.0732131057884544e-05,0.0001423684152541682,3.094583735219203e-05,3.50216832885053e-05,6.218565249582753e-05,1.0306450349162333e-05,1.7782134818844497e-05,5.194582263357006e-05,0.00013185346324462444,4.3584357626968995e-05,3.0284156309789978e-05,0.00011121788702439517,3.21390361932572e-05,2.2460835680249147e-05,0.00010206914885202423,1.606447585800197e-05,2.7458685508463532e-05,4.379979509394616e-05,0.00015371838526334614,0.00011624703620327637,3.428635682212189e-05,2.1339534214348532e-05,5.113358565722592e-05,8.229799277614802e-05
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.485859777669248e-07,1.2702726053248625e-06,6.478632599282719e-07,4.354565987796377e-07,6.82380004946026e-07,6.703354529236094e-07,9.604610795577173e-07,4.943708518112544e-07,2.3230843453347916e-06,1.8226833162771072e-06,7.89989314853301e-07,5.362462047742156e-07,1.2627345995497308e-06,1.0179917353525525e-06,7.895264388935175e-07,1.4159977581584826e-06,1.8583895098345238e-06,1.5384829339382122e-06,1.9417623207118595e-06,1.3854931921741809e-06,5.593961418526305e-07,6.47216324978217e-07,1.05126684957213e-06,1.0560927421465749e-06,1.049290290211502e-06,1.3180491578168585e-06,2.975918278025347e-06,1.2586367574840551e-06,2.679688122952939e-06,9.826080713537522e-07,1.0790633950819029e-06,3.5380987810640363e-06,1.675140879342507e-06,1.0951619060506346e-06,2.1923856365901884e-06,3.6409181802810053e-07,1.4952404399082297e-06,1.0459061741130427e-06,1.0231594842480263e-06,1.16157639240555e-06,6.112405230851436e-07,2.9200819540164957e-07
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.0016354047693312168,0.0038609665352851152,0.0034577050246298313,0.004450743552297354,0.0033437416423112154,0.009837738238275051,0.005953581538051367,0.0041288575157523155,0.010521110147237778,0.0073400503024458885,0.0030599767342209816,0.002930957358330488,0.0055439407005906105,0.005837367381900549,0.003925775643438101,0.007877957075834274,0.004000898916274309,0.005001339595764875,0.0016608024016022682,0.007777785882353783,0.010463484562933445,0.0034788253251463175,0.007317590527236462,0.004439446143805981,0.0013423495693132281,0.004086071625351906,0.007807075046002865,0.002619997365400195,0.00931885838508606,0.0029229100327938795,0.005978625267744064,0.0004047905094921589,0.00969725102186203,0.004995714407414198,0.0033897662069648504,0.006467895116657019,0.006275841034948826,0.0050673349760472775,0.0006270683952607214,0.0011222617467865348,0.004767505452036858,0.0050847409293055534
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.1813923467561835e-06,1.0192520676355343e-06,3.0649541713501094e-06,2.7961079922533827e-06,9.338442623629817e-07,1.2655191312660463e-06,2.176482212234987e-06,1.6715844139980618e-06,3.3258404528169194e-06,1.2524646990641486e-06,1.0198269819738925e-06,2.014856590903946e-06,2.2066396923037246e-06,1.3664434845850337e-06,1.190040961773775e-06,1.0722673096097424e-06,9.371889291287516e-07,1.600910650267906e-06,2.209196054536733e-06,3.2689165436750045e-06,2.0611673789971974e-06,2.2603921934205573e-06,1.0617989119054982e-06,3.584370233511436e-06,1.304673219237884e-06,8.090772780633415e-07,3.911192379746353e-06,6.840945161457057e-07,1.2281562931093504e-06,1.8090433968609432e-06,1.8094495999321225e-06,2.6765058009914355e-06,4.4584257921087556e-06,1.6068801187429926e-06,1.9905410226783715e-06,1.665123363636667e-06,1.0558322856013547e-06,1.590721922184457e-06,6.527936875500018e-07,8.880926429810643e-07,1.8980271079271915e-06,2.223579258497921e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001307158381678164,5.654124470311217e-05,7.697671208006795e-06,1.9941277059842832e-05,2.3790042178006843e-05,2.662517363205552e-05,7.985343836480752e-05,1.3346278137760237e-05,0.00011405481927795336,5.214432894717902e-05,2.216145549027715e-05,2.7624146241578273e-05,4.9159534682985395e-05,5.7135042879963294e-05,1.4461111277341843e-05,2.2774471290176734e-05,2.7544527256395668e-05,7.861326594138518e-05,2.943530671473127e-05,7.50439430703409e-05,2.578187923063524e-05,2.726734419411514e-05,1.9878787497873418e-05,1.286277074541431e-05,5.402259830589173e-06,3.596596070565283e-05,4.956215343554504e-05,2.4449262127745897e-05,2.3622034859727137e-05,4.888604235020466e-05,3.9212569390656427e-05,4.362069375929423e-05,0.0001045544195221737,1.545079612697009e-05,2.7552570827538148e-05,8.86986072146101e-06,0.00015736509521957487,3.327234662720002e-05,1.8922535673482344e-05,1.2564792996272445e-05,2.8792052034987137e-05,3.329198807477951e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0014351806603372097,0.002564836759120226,0.003111853962764144,0.002961222780868411,0.0022641767282038927,0.004529998172074556,0.0053765554912388325,0.0029993162024766207,0.007241842336952686,0.005796590819954872,0.002089208923280239,0.001847903011366725,0.003748227609321475,0.0036012870259582996,0.0015764257404953241,0.005358112044632435,0.0036018709652125835,0.0020696106366813183,0.0014294423162937164,0.004240823909640312,0.007312369532883167,0.0015990618849173188,0.004228759557008743,0.003222500905394554,0.0009364987490698695,0.003421632805839181,0.004554464016109705,0.002717479830607772,0.005887927953153849,0.0030118238646537066,0.0035209639463573694,0.0005118324188515544,0.0037714692298322916,0.0031023104675114155,0.002934257034212351,0.003361282404512167,0.0033956081606447697,0.0035555174108594656,0.0006312787299975753,0.001097206026315689,0.004176370799541473,0.00274030864238739
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.70752818020992e-05,7.120845111785457e-05,1.751873060129583e-05,2.043435233645141e-05,4.6157987526385114e-05,3.247486529289745e-05,4.7625067963963374e-05,1.8460874343873e-05,6.148205284262076e-05,7.333943358389661e-05,2.0328156097093597e-05,3.5982280678581446e-05,6.5055770392064e-05,0.00015112808614503592,1.9912711650249548e-05,3.579219992388971e-05,3.3645486837485805e-05,0.00010983362153638154,3.313239722047001e-05,8.170688670361415e-05,2.5858564185909927e-05,2.8135158572695218e-05,4.778302536578849e-05,9.283404324378353e-06,1.435958438378293e-05,6.076752470107749e-05,7.853489660192281e-05,4.85730852233246e-05,4.610979885910638e-05,4.562080721370876e-05,3.838008706225082e-05,5.267235974315554e-05,5.897769005969167e-05,1.9754708773689345e-05,3.230152287869714e-05,1.9885479559889063e-05,8.504501602146775e-05,3.1824449251871556e-05,5.744663212681189e-05,3.28105925291311e-05,3.2865937100723386e-05,3.3795105991885066e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,5.17204853167641e-06,1.0335995284549426e-05,7.30886813471443e-06,5.314275767887011e-06,7.2423226811224595e-06,1.1636214367172215e-05,1.2977379810763523e-05,6.48188188279164e-06,1.2722289284283761e-05,1.3921379832027014e-05,9.343760211777408e-06,8.66684513312066e-06,9.206163667840883e-06,1.6967353076324798e-05,5.8193932090944145e-06,1.3116447007632814e-05,1.0373636541771702e-05,2.0262841644580476e-05,8.493877430737484e-06,1.4173211638990324e-05,4.587439889292e-06,7.12579230821575e-06,1.1333970178384334e-05,7.3061514740402345e-06,1.3772074453299865e-05,2.2221513063414022e-05,5.020060416427441e-05,7.832057235646062e-06,3.0955914553487673e-05,5.1955530580016784e-06,1.0870190635614563e-05,3.208415364497341e-05,4.809352685697377e-05,7.3684582275745925e-06,1.1166298463649582e-05,6.857272182969609e-06,1.5180138689174782e-05,9.797587154025678e-06,2.0394798411871307e-05,5.597285053227097e-06,5.630327905237209e-06,2.080083277178346e-06
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,5.378629339247709e-06,6.995236617513001e-05,0.00010228466271655634,0.00019498875190038234,0.00021653783915098757,0.00016299188428092748,9.240528743248433e-05,0.00011876189091708511,0.0001688537886366248,6.150822446215898e-05,0.00044972760952077806,0.0005278053577058017,9.64032078627497e-05,0.00022931293642614037,0.00018110391101799905,0.0002981893776450306,0.0003087641962338239,0.00018771385657601058,0.0003053898108191788,0.0004710512002930045,0.0001564397243782878,0.0006512529216706753,0.00019321164290886372,0.0009429246420040727,0.00014055469364393502,0.00024262595979962498,0.0005901898839510977,0.000269421812845394,0.0003041323507204652,0.00023308688832912594,0.0003142411296721548,0.00038470933213829994,0.0003264338884036988,0.0002820554655045271,0.0002783472300507128,7.851392001612112e-05,0.0003231213486287743,5.162192974239588e-05,9.0374393039383e-05,0.00024414132349193096,9.336378570878878e-05,0.0001869778789114207
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.0002664968487806618,0.00023333574063144624,0.00015654113667551428,0.0002808066492434591,0.0003810921625699848,0.0004363575717434287,0.00032477700733579695,0.00023232890816871077,0.0003246021515224129,0.00023956999939400703,0.0003506347129587084,0.0002469963801559061,0.00038576603401452303,0.0002554349775891751,0.00030764914117753506,0.0002592247910797596,0.000199388901819475,0.00034872363903559744,0.00020540070545393974,0.00025557074695825577,0.00025803723838180304,0.00039645115612074733,0.00024420005502179265,0.00021798847592435777,0.00031726114684715867,0.0002538178232498467,0.00027551886159926653,0.000238737920881249,0.00037959596375003457,0.00021935216500423849,0.00035862953518517315,0.00024614634457975626,0.0004934503813274205,0.0002000695385504514,0.00021762758842669427,0.00024827331071719527,0.0002962739672511816,0.00024904226302169263,0.0003394390514586121,0.00011477519728941843,0.0002933490613941103,0.00017940391262527555
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.02011093380861e-05,8.063934365054592e-05,1.4125310372037347e-05,2.0679075532825664e-05,3.1906896765576676e-05,3.881199882016517e-05,9.843653970165178e-05,1.9617309590103105e-05,8.14152299426496e-05,4.301022636354901e-05,3.623490920290351e-05,2.156637674488593e-05,4.519839785643853e-05,0.00010589625162538141,2.4672797735547647e-05,3.436824044911191e-05,2.5297447791672312e-05,7.832797564333305e-05,5.1086310122627765e-05,0.0001358850277028978,2.4469889467582107e-05,3.160956839565188e-05,2.588111601653509e-05,1.9162222088198178e-05,6.662778559984872e-06,2.9936389182694256e-05,0.00010221820411970839,4.0526290831621736e-05,3.64320985681843e-05,5.922541458858177e-05,4.552970131044276e-05,4.7371308028232306e-05,8.66802001837641e-05,1.0820347597473301e-05,4.484673263505101e-05,1.4825135622231755e-05,0.00011811666627181694,1.6749443602748215e-05,1.471001269237604e-05,1.169659026345471e-05,3.583784564398229e-05,3.786714660236612e-05
