,Unnamed: 0,explicit_sentence,obscure_sentence,explicit_entity,obscure_entity,answer,answer_prob_exp,answer_prob_obs,ans_prob_obs_edit_subject_time,ans_prob_obs_edit_subject_people,ans_prob_obs_edit_subject_year,ans_prob_obs_edit_subject_way,ans_prob_obs_edit_subject_thing,ans_prob_obs_edit_subject_man,ans_prob_obs_edit_subject_day,ans_prob_obs_edit_subject_life,ans_prob_obs_edit_subject_woman,ans_prob_obs_edit_subject_world,ans_prob_obs_edit_subject_child,ans_prob_obs_edit_subject_school,ans_prob_obs_edit_subject_state,ans_prob_obs_edit_subject_family,ans_prob_obs_edit_subject_president,ans_prob_obs_edit_subject_house,ans_prob_obs_edit_subject_student,ans_prob_obs_edit_subject_part,ans_prob_obs_edit_subject_place,ans_prob_obs_edit_subject_problem,ans_prob_obs_edit_subject_country,ans_prob_obs_edit_subject_week,ans_prob_obs_edit_subject_point,ans_prob_obs_edit_subject_hand,ans_prob_obs_edit_subject_group,ans_prob_obs_edit_subject_guy,ans_prob_obs_edit_subject_case,ans_prob_obs_edit_subject_question,ans_prob_obs_edit_subject_work,ans_prob_obs_edit_subject_night,ans_prob_obs_edit_subject_game,ans_prob_obs_edit_subject_number,ans_prob_obs_edit_subject_money,ans_prob_obs_edit_subject_lot,ans_prob_obs_edit_subject_book,ans_prob_obs_edit_subject_system,ans_prob_obs_edit_subject_government,ans_prob_obs_edit_subject_city,ans_prob_obs_edit_subject_company,ans_prob_obs_edit_subject_story
12,12,The place of birth of Fernando Di Leo is,The place of birth of the director of Mister Scarface is,Fernando Di Leo,the director of Mister Scarface, San Ferdinando di Puglia,0.00010485482926014811,8.889639138942584e-05,2.788500023598317e-05,7.548472785856575e-05,9.859709825832397e-05,0.00010996410856023431,1.0928427400358487e-05,4.111971429665573e-05,0.00016128832066897303,2.386302367085591e-05,6.463710451498628e-05,5.359428905649111e-05,1.5734010958112776e-05,0.00010218659735983238,0.0002699755714274943,0.0004376804572530091,0.00011768453259719536,0.00021504078176803887,7.585679850308225e-05,1.1331737368891481e-05,0.00011366976832505316,4.710410939878784e-05,0.000522145361173898,7.528723654104397e-05,5.727159441448748e-05,3.790178379858844e-05,2.5907953386195004e-05,0.00011854720651172101,0.0001105794362956658,9.321535799244884e-06,4.501759758568369e-05,1.9018943930859677e-05,4.610776522895321e-05,2.4123886760207824e-05,0.00014576740795746446,0.00010687713074730709,6.84051847201772e-05,0.00016059004701673985,0.0001128548028646037,0.00032669457141309977,0.0002255921863252297,9.013173257699236e-05
13,13,The employer of Éric Rohmer is,The employer of the director of Love in the Afternoon is,Éric Rohmer,the director of Love in the Afternoon, Cahiers du cinéma,9.485859777669248e-07,1.2702726053248625e-06,2.329276867385488e-06,1.55549378177966e-06,1.1495238823044929e-06,7.642819923603383e-07,2.4455002858303487e-06,5.753973368882725e-07,1.837901322687685e-06,6.389468580891844e-07,7.031969744275557e-07,3.0019903078937205e-06,3.8758761888857407e-07,3.951242888433626e-07,9.126431450567907e-07,1.8007317521551158e-06,2.0648640202125534e-06,1.073071189239272e-06,2.3615750421868142e-07,8.026048590181745e-07,2.3022410005069105e-06,9.428026146451884e-07,2.0412967387528624e-06,1.3957792361907195e-06,1.987274572456954e-06,1.2925792134410585e-06,1.6025655895646196e-06,7.478995485143969e-07,1.1109536899311934e-06,4.965320385963423e-07,1.469408971388475e-06,1.1932723964491743e-06,8.551527912459278e-07,1.459836539652315e-06,1.644949293222453e-06,7.40312202651694e-07,6.770659410904045e-07,1.1731849554053042e-06,4.987824127056228e-07,2.6348859591962537e-06,8.631832315586507e-07,6.1722616919723805e-06
14,14,The date of death of Sergei Eisenstein is,The date of death of the director of The General Line is,Sergei Eisenstein,the director of The General Line, 11 February 1948,0.0016354047693312168,0.0038609665352851152,0.009261764585971832,0.005162638612091541,0.004249989055097103,0.004176005255430937,0.002040544059127569,0.008222885429859161,0.0047807274386286736,0.002327416557818651,0.00655286805704236,0.002769928891211748,0.0017728999955579638,0.004973339848220348,0.00246384646743536,0.00479911221191287,0.002429432235658169,0.004615712445229292,0.003698876826092601,0.00238602701574564,0.007097214460372925,0.0023168083280324936,0.0013397936709225178,0.004998639225959778,0.001953971805050969,0.0007924260571599007,0.0008950668852776289,0.0019407414365559816,0.002879910869523883,0.0029558464884757996,0.006731014233082533,0.004030976910144091,0.0010328482603654265,0.000958552467636764,0.01434885710477829,0.00401699636131525,0.0023317821323871613,0.002249364973977208,0.007983631454408169,0.0015398059040307999,0.0005419601802714169,0.001883464283309877
15,15,The cause of death of Philippa of Hainault is,The cause of death of the mother of Joan of England is,Philippa of Hainault,the mother of Joan of England, edema,2.1813923467561835e-06,1.0192520676355343e-06,1.077901060853037e-06,1.5315346217903425e-06,6.669666845482425e-07,1.3466942618833855e-06,2.1694713723263703e-06,7.764500651319395e-07,1.8381052768745576e-06,6.796762477279117e-07,7.90866522493161e-07,1.5572833262922359e-06,3.970958744048403e-07,9.428306384506868e-07,5.958806923445081e-06,7.693321322221891e-07,3.948837843381625e-07,1.7004836081468966e-06,5.131062152941013e-07,1.5810854847586597e-06,2.2146905394038185e-06,6.927394679223653e-06,2.3810659968148684e-06,7.739521379335201e-07,1.5277427110049757e-06,5.432264629234851e-07,1.1137703950225841e-06,1.4523452591674868e-06,1.8935872958536493e-06,2.393815066170646e-06,2.0881573163933353e-06,1.3684608575204038e-06,1.2441521448636195e-06,7.878976475694799e-07,6.699401069454325e-07,6.621946795348777e-07,2.4189969280996593e-06,2.951025635411497e-06,1.215668135046144e-06,4.3235750126768835e-06,3.75172248823219e-07,2.551099441916449e-06
16,16,The place of death of Adolf IV of Berg is,The place of death of the father of Count Engelbert I of Berg is,Adolf IV of Berg,the father of Count Engelbert I of Berg, Altenberg,0.0001307158381678164,5.654124470311217e-05,2.5463088604738005e-05,2.2457914383267052e-05,5.053311542724259e-05,6.294416380114853e-05,2.4011244022403844e-05,1.1932408597203903e-05,5.031383261666633e-05,1.0437354831083212e-05,1.2561590665427502e-05,3.3906260796356946e-05,3.07212349071051e-06,8.338524639839306e-05,6.058922372176312e-05,0.00024739326909184456,5.513834912562743e-05,0.00012538020382635295,5.800737562822178e-05,1.2532623259176034e-05,7.149732118705288e-05,7.840167381800711e-05,0.00012907494965475053,1.8792394257616252e-05,6.371811468852684e-05,4.66578385385219e-05,2.1892004951951094e-05,5.3563020628644153e-05,4.955503754899837e-05,1.1603531675064005e-05,5.8080946473637596e-05,8.16429474070901e-06,3.224404281354509e-05,3.7680616514990106e-05,2.7049280106439255e-05,3.422365989536047e-05,4.6228960854932666e-05,5.8562232879921794e-05,0.00015081209130585194,0.00034046132350340486,3.935902350349352e-05,4.195953079033643e-05
17,17,The date of death of Baudouin de Courtenay is,The date of death of the father of Cezaria Jędrzejewiczowa is,Baudouin de Courtenay,the father of Cezaria Jędrzejewiczowa, 3 November 1929,0.0014351806603372097,0.002564836759120226,0.0075099533423781395,0.002336079254746437,0.0022774888202548027,0.0030236432794481516,0.002577100647613406,0.0039102379232645035,0.0036860706750303507,0.0013054340379312634,0.002590429037809372,0.0018666940741240978,0.0015515440609306097,0.002737060422077775,0.001466555055230856,0.0024757273495197296,0.0018807922024279833,0.0023369137197732925,0.0016901701455935836,0.0016525894170626998,0.0056430562399327755,0.0026793580036610365,0.000622742110863328,0.003127044765278697,0.001547773601487279,0.0007369907689280808,0.0007474946905858815,0.002114253118634224,0.002146877348423004,0.00217164377681911,0.0028960751369595528,0.002996613970026374,0.0012014127569273114,0.0006814312073402107,0.007675591390579939,0.0017651551170274615,0.0017196384724229574,0.0014666941715404391,0.004085835535079241,0.0010148194851353765,0.0003573529829736799,0.002556280232965946
18,18,The place of birth of Carlos F. Borcosque is,The place of birth of the director of My Country's Wings is,Carlos F. Borcosque,the director of My Country's Wings, Valparaíso,5.70752818020992e-05,7.120845111785457e-05,5.460419561131857e-05,3.102635309915058e-05,9.650516585679725e-05,2.0653273168136366e-05,1.4972706594562624e-05,2.6779045583680272e-05,4.838732274947688e-05,2.2829031877336092e-05,6.245255644898862e-05,5.907157901674509e-05,5.233428510109661e-06,6.949021917534992e-05,0.00012895023974124342,0.000180800401722081,5.249749665381387e-05,8.713902207091451e-05,2.82504697679542e-05,2.0225530533934943e-05,6.498219590866938e-05,2.9172597351134755e-05,0.00017639162251725793,2.566754847066477e-05,8.977814286481589e-05,5.472331395139918e-05,3.9878650568425655e-05,7.263570296345279e-05,8.809183782432228e-05,1.5838757462915964e-05,2.407783904345706e-05,2.456268157402519e-05,4.182392149232328e-05,6.909355579409748e-05,5.826032065670006e-05,0.00011135110253235325,3.0920600693207234e-05,4.309467112761922e-05,7.25111531210132e-05,0.0001541271194582805,7.362027099588886e-05,5.484995199367404e-05
19,19,The employer of Joseph Barbera is,The employer of the director of Gallopin' Gals is,Joseph Barbera,the director of Gallopin' Gals, Van Beuren Studios,5.17204853167641e-06,1.0335995284549426e-05,2.322974251001142e-05,1.93002288142452e-05,1.2950372365594376e-05,1.0279297384840902e-05,1.058756788552273e-05,6.361484338412993e-06,3.257054049754515e-05,3.7233789953461383e-06,6.07871243119007e-06,1.2040558431181125e-05,3.8625585148110986e-06,1.956852202056325e-06,1.2634864106075838e-05,1.5321929822675884e-05,2.8394273613230325e-05,1.1342142897774465e-05,2.1657608613168122e-06,6.002811460348312e-06,1.0587222277536057e-05,1.1005657142959535e-05,2.339194543310441e-05,1.1951374290219974e-05,3.492378891678527e-05,7.830856702639721e-06,1.254931885341648e-05,5.019550371798687e-06,2.408090585959144e-05,5.716020950785605e-06,1.6133279132191092e-05,5.774898454546928e-06,4.118796368857147e-06,1.970624907698948e-05,1.7193950043292716e-05,8.06340449344134e-06,3.820946858468233e-06,2.3318329112953506e-05,6.945218956388999e-06,2.8488075258792378e-05,4.388113211462041e-06,3.7922593037365004e-05
20,20,The spouse of Faith Evans is,The spouse of the performer of Burnin' Up is,Faith Evans,the performer of Burnin' Up, Notorious B.I.G.,5.378629339247709e-06,6.995236617513001e-05,0.00021747795108240098,0.0001758333673933521,6.589347322005779e-05,0.00014692415425088257,0.0003654665779322386,0.00023233618412632495,0.00035439972998574376,0.00012979340681340545,4.1179198888130486e-05,0.00027167046209797263,2.765419048955664e-05,0.00011148965859320015,0.00010162599210161716,0.00015216761676128954,4.5247528760228306e-05,0.00011476619692984968,4.1315750422654673e-05,0.000118091564218048,0.00017777916218619794,0.00047012435970827937,0.0001987950090551749,0.00027352524921298027,0.00036917260149493814,3.769591057789512e-05,0.00016523772501386702,0.00010305380419595167,0.00034974951995536685,0.00011046210420317948,0.0002280928019899875,0.0001606852310942486,0.00026959707611240447,0.00024338983348570764,0.0004904036759398878,7.741162698948756e-05,0.00013097010378260165,0.00029162244754843414,6.537804438266903e-05,0.0003203954838681966,5.26705443917308e-05,0.00015306247223634273
21,21,Jerzy Skolimowski was educated at,The director of Walkover was educated at,Jerzy Skolimowski,the director of Walkover, National Film School in Łódź,0.0002664968487806618,0.00023333574063144624,0.00041175095248036087,0.0001568347361171618,0.00032572043710388243,0.00015970210370142013,0.00018551792891230434,0.00018988900410477072,0.00028836814453825355,0.0003107299271505326,0.00018603952776174992,0.00027039783890359104,0.00019529952260199934,0.0002303668879903853,0.0003222268423996866,0.00015390351472888142,0.0002002515539061278,0.00022543083468917757,0.00025254892534576356,0.0002462648262735456,0.0003379106055945158,0.0003159161424264312,0.0002968090120702982,0.000315849989419803,0.0004646296729333699,0.00024039074196480215,0.0003735458885785192,0.00017550717166159302,0.0002612403768580407,0.00021176450536586344,0.0004406267835292965,0.0002838688378687948,0.00022973856539465487,0.0002944204898085445,0.00018715560145210475,0.00011257187725277618,0.00033457050449214876,0.00035384378861635923,0.00021934788674116135,0.0002414282353129238,0.00023102996055968106,0.0002853732439689338
22,22,The place of death of Nefertiti is,The place of death of the mother of Ankhesenamun is,Nefertiti,the mother of Ankhesenamun, Amarna,7.02011093380861e-05,8.063934365054592e-05,4.664447624236345e-05,3.561201083357446e-05,8.40407665236853e-05,3.423250745981932e-05,3.7824222090421245e-05,3.695476698339917e-05,0.00012857248657383025,1.6938289263634942e-05,3.732280674739741e-05,8.404631080338731e-05,9.534649507259019e-06,7.579043449368328e-05,0.00016274243535008281,0.000919208861887455,4.5602384489029646e-05,0.00017405804828740656,7.206266309367493e-05,2.2162175810080953e-05,0.00010394690616521984,0.0001329235965386033,0.0003951636899728328,4.1255894757341594e-05,0.00016285855963360518,0.00013395689893513918,3.934550841222517e-05,7.612221816089004e-05,0.00010925770038738847,1.731310476316139e-05,7.869230466894805e-05,1.8848382751457393e-05,4.832009653910063e-05,3.883846147800796e-05,0.00011684512719511986,4.7805711801629514e-05,0.00014328089309856296,0.00014441099483519793,0.00023105261789169163,0.0005875882925465703,5.303933721734211e-05,0.0001315060508204624
23,23,The place of birth of Adario Strange is,The place of birth of the director of Hikikomori: Tokyo Plastic is,Adario Strange,the director of Hikikomori: Tokyo Plastic, New York,0.0003055281413253397,0.0003065024793613702,0.00015731299936305732,0.000223409355385229,0.00021284585818648338,0.000170203871675767,0.0001813573471736163,0.00016526770195923746,0.00042989751091226935,0.000206366486963816,0.00015539918967988342,0.0005090011400170624,0.00013515441969502717,0.0002018069353653118,0.00038866495015099645,0.0010549223516136408,0.00026859267381951213,0.00028597924392670393,0.0001930470170918852,8.103950676741078e-05,0.0004234059015288949,0.0002458764938637614,0.0007825792417861521,0.0003337858652230352,0.0002759451454039663,0.00023892101307865232,0.0002644037886057049,0.00025296336389146745,0.00042699495679698884,0.00018873672524932772,0.00022293598158285022,0.00023266728385351598,0.0004090834117960185,7.477829058188945e-05,0.00030734617030248046,0.00022345206525642425,0.000272864883299917,0.000458468624856323,0.00034325142041780055,0.0002634081174619496,0.000317542435368523,0.00024511507945135236
